chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
4,1,16,14,2,0,0,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,92.9483245,"[98.102933, 93.004229, 92.586589, 92.553959, 92.869879, 92.532539, 92.402938, 92.635189, 92.356699, 92.673549]",1702617413360.0,1.0,4.351937200000975
2,1,4,8,2,1,1,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,196.5436425,"[213.345662, 196.389838, 196.269487, 196.713867, 196.815466, 196.652748, 196.657678, 196.706588, 196.913508, 196.374486]",1702617424045.0,1.0,6.775049600000057
8,1,1,14,2,1,1,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,112.6876465,"[126.220388, 112.553465, 112.848237, 112.777896, 112.938176, 112.386936, 114.584007, 112.410777, 113.290256, 112.914557]",1702617430518.0,1.0,4.9966746999994935
4,2,8,8,0,1,0,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,112.0934205,"[125.342167, 113.745687, 112.343895, 111.878496, 112.172194, 111.908636, 111.955294, 111.894046, 112.141645, 112.045196]",1702617437092.0,1.0,4.804558399999951
16,8,64,16,2,1,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,324.3108905,"[341.652611, 323.859905, 324.305995, 325.860748, 323.844145, 326.891319, 326.241817, 323.883197, 324.100675, 324.315786]",1702617454243.0,1.0,11.939920500000152
4,1,64,2,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,451.2770495,"[494.5241, 451.295424, 451.463184, 451.452244, 454.478176, 451.243543, 451.331523, 451.344984, 451.871134, 451.278954]",1702617477815.0,1.0,11.779719099998692
16,4,64,10,1,1,1,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,220.372058,"[235.698821, 220.786047, 220.341808, 220.320388, 220.469507, 220.654119, 220.325887, 220.353078, 220.391038, 220.342137]",1702617489725.0,1.0,7.910105700000349
8,1,32,4,1,1,1,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,774.564039,"[845.660529, 774.665249, 774.384109, 774.404989, 774.71141, 774.672439, 774.470229, 774.597159, 774.496809, 774.546809]",1702617529552.0,1.0,18.426221399999122
8,1,4,12,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,116.7896295,"[133.948324, 116.87395, 116.641369, 116.60789, 116.67371, 117.11162, 117.216649, 116.698178, 116.79462, 116.70394]",1702617536225.0,1.0,5.064038699999583
32,8,64,4,1,0,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,425.646036,"[447.189629, 426.166663, 425.574871, 425.990233, 425.889802, 425.891793, 425.473152, 426.452324, 426.461493, 425.939843]",1702617558424.0,1.0,13.306271600000036
32,1,4,14,2,0,0,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,113.3334575,"[128.004475, 114.052568, 113.589538, 114.024578, 113.668747, 113.976659, 114.236258, 112.779568, 113.121107, 113.200908]",1702617414470.0,1.0,5.314538300000277
16,8,64,2,2,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,293.622185,"[337.098122, 293.405448, 293.45108, 293.371739, 293.47872, 293.48352, 293.521139, 293.36258, 293.566519, 293.395249]",1702617430389.0,1.0,8.999038800000198
16,4,1,12,2,0,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,85.6560085,"[105.816764, 85.225173, 92.718277, 85.363404, 83.327704, 85.009944, 83.884312, 84.002483, 83.825303, 86.060674]",1702617435714.0,1.0,3.597679299999436
32,4,1,8,1,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,139.03552000000002,"[152.432488, 139.394691, 139.25225, 139.4039, 139.212981, 139.238021, 139.356241, 139.18097, 138.964413, 138.874961]",1702617443623.0,1.0,5.343690399999105
16,2,4,6,1,0,1,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,295.347055,"[321.883064, 295.3657, 296.98944, 295.67153, 295.34633, 295.34778, 295.299211, 295.28872, 295.283681, 295.27]",1702617459298.0,1.0,9.394481900000391
4,2,4,4,2,1,1,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,586.255813,"[672.211291, 586.515749, 587.269838, 586.304789, 586.256968, 590.883621, 586.608829, 586.465829, 586.451409, 586.215528]",1702617489848.0,1.0,15.544478200002777
4,1,16,12,1,1,0,0,"(1, 0, 4, 3, 2)",hpclab61.idi.ntnu.no,120.244821,"[134.081498, 120.308611, 120.254582, 120.174642, 120.145641, 120.186571, 120.163241, 120.23506, 120.408712, 120.344081]",1702617496709.0,1.0,5.290816899999482
32,1,64,16,2,1,1,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,122.577637,"[135.394238, 122.314762, 120.653491, 124.172193, 121.339611, 124.054183, 122.175242, 121.356822, 118.788851, 122.235362]",1702617503694.0,1.0,5.2749194999989415
64,4,32,14,2,1,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,114.565388,"[117.60872, 116.567039, 112.644569, 115.471277, 117.38444, 109.306565, 110.626026, 114.229828, 115.670189, 110.587096]",1702617510215.0,1.0,5.04966850000128
4,1,16,14,1,0,0,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,100.602636,"[114.401838, 100.390781, 100.461811, 100.648951, 100.723151, 100.673002, 100.694701, 100.55861, 100.623811, 100.576052]",1702617516088.0,1.0,4.804057600001397
8,4,1,6,2,0,0,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,234.3761135,"[250.028789, 234.291603, 234.372734, 234.297393, 234.373204, 234.052934, 234.086325, 234.653623, 234.485293, 234.391073]",1702617420575.0,1.0,8.049547099999472
8,2,32,2,1,1,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,220.8560085,"[311.406434, 219.110007, 220.563395, 219.148426, 219.235178, 222.367629, 218.675958, 219.630457, 218.838409, 220.982563]",1702617433005.0,1.0,5.569220400000267
16,8,4,8,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,128.818671,"[142.485267, 128.653747, 128.581826, 128.663827, 128.823777, 128.770826, 128.960875, 128.744307, 128.584147, 128.655637]",1702617440608.0,1.0,5.134002699999837
32,8,4,16,2,0,0,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,335.437341,"[350.113228, 335.661991, 335.182741, 335.186381, 335.252042, 335.086381, 334.790152, 335.022402, 335.316621, 335.16852]",1702617458259.0,1.0,12.157459900000685
32,4,2,8,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,159.65966250000002,"[180.772012, 159.661537, 159.864657, 159.657788, 159.900887, 159.680069, 159.49262, 159.630688, 159.528239, 159.443378]",1702617467188.0,1.0,6.298145500000101
2,1,32,2,2,1,0,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,461.6809235,"[504.653549, 461.365513, 461.190574, 461.585793, 461.962042, 463.04427, 461.261193, 461.339813, 461.417105, 461.694362]",1702617491311.0,1.0,11.87756570000056
16,4,32,10,1,1,0,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,111.7296745,"[121.025843, 112.217833, 111.518265, 112.294292, 111.660385, 111.287895, 111.024936, 112.379651, 111.463444, 111.776644]",1702617497750.0,1.0,4.8416854999988574
16,8,8,10,2,1,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,115.0000015,"[136.27202, 115.447325, 114.770657, 122.766279, 115.962994, 114.416507, 110.789467, 124.753105, 111.044996, 122.50527]",1702617504467.0,1.0,5.283402900000146
16,1,1,8,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,97.5666245,"[107.739643, 97.579444, 97.724695, 97.551256, 97.549656, 97.447216, 97.519105, 97.600375, 97.553805, 97.640024]",1702617510132.0,1.0,4.252580200000011
2,1,8,4,0,0,1,0,"(1, 0, 3, 4, 2)",hpclab62.idi.ntnu.no,747.050489,"[818.255217, 745.575358, 745.346908, 745.132489, 745.520297, 746.210126, 746.005156, 745.216187, 745.801228, 745.616227]",1702617548569.0,1.0,17.107745499999872
8,2,64,8,2,1,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,108.1164155,"[123.148152, 108.007967, 107.986037, 108.000008, 108.225545, 108.172976, 108.064387, 108.129076, 108.121966, 108.009658]",1702617414198.0,1.0,4.524949000000379
8,4,1,6,1,0,0,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,145.59661649999998,"[159.946475, 146.809857, 145.959026, 145.631142, 145.344774, 145.632792, 145.659681, 145.429023, 145.421695, 145.179926]",1702617422347.0,1.0,5.528956000000472
16,1,32,2,0,1,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,759.1486964999999,"[845.10387, 759.151256, 759.033268, 759.141887, 759.108337, 759.287605, 759.326565, 759.126139, 758.982118, 759.143218]",1702617461493.0,1.0,17.065056900000855
16,2,2,6,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,162.1178155,"[180.007822, 162.17419, 162.1599, 162.176548, 161.901753, 161.848104, 161.950822, 161.915411, 162.254778, 161.981022]",1702617470485.0,1.0,6.007494400000359
4,1,1,6,0,0,1,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,310.0384345,"[337.776143, 309.931556, 309.962156, 310.290922, 309.976977, 310.003505, 310.043034, 310.023285, 310.003784, 309.982905]",1702617486901.0,1.0,8.734687899999335
64,1,16,12,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab63.idi.ntnu.no,96.956545,"[105.793873, 97.257103, 96.852746, 96.207205, 96.410931, 96.423322, 96.915457, 95.796908, 98.219252, 96.102485]",1702617492494.0,1.0,4.307595800000127
16,4,16,4,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab63.idi.ntnu.no,243.053182,"[261.739945, 243.089102, 243.065782, 243.19214, 243.040582, 242.916393, 242.930812, 242.889903, 243.077061, 243.004912]",1702617505502.0,1.0,7.37394409999979
8,4,2,14,1,1,0,0,"(0, 1, 3, 4, 2)",hpclab63.idi.ntnu.no,93.043151,"[100.957641, 93.05914, 92.840194, 93.11302, 93.09929, 93.113629, 93.11224, 93.076641, 93.049341, 92.932682]",1702617510966.0,1.0,4.358072299999549
32,4,1,10,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,145.822654,"[159.060226, 146.287573, 146.367724, 146.315372, 145.877369, 146.108445, 145.701539, 146.011578, 145.462412, 145.563073]",1702617519210.0,1.0,5.247740400000839
32,2,64,2,2,1,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,411.100032,"[457.394226, 411.005784, 411.051792, 410.973065, 410.999963, 410.980334, 410.980093, 410.919835, 411.287941, 411.069271]",1702617540755.0,1.0,10.401944800000274
16,2,2,2,1,0,0,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,331.00131250000004,"[373.571629, 330.497516, 330.523878, 330.227308, 330.402166, 330.498209, 330.375556, 330.581549, 330.542776, 330.344858]",1702617576005.0,1.0,9.373178499999995
32,1,2,8,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,142.1017375,"[160.351514, 142.238183, 142.289902, 142.253812, 142.003942, 143.009222, 142.159323, 141.963492, 142.006902, 142.183552]",1702617583988.0,1.0,5.186697600000116
32,2,16,14,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,154.52717,"[173.517264, 154.06248, 154.457381, 154.959883, 154.150971, 154.5545, 154.07512, 154.595673, 153.6952, 153.74306]",1702617592660.0,1.0,6.286308000000281
64,1,16,2,2,0,0,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,404.412635,"[445.567081, 404.850262, 404.393909, 404.232541, 404.372691, 404.33191, 404.391791, 404.677962, 404.337949, 404.392611]",1702617613838.0,1.0,11.047103300000163
16,2,8,2,0,1,1,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,953.006504,"[1028.575717, 953.161475, 954.714976, 952.745793, 953.047326, 953.239594, 952.699535, 954.055906, 952.697843, 952.676045]",1702617662641.0,1.0,22.37635289999962
64,1,32,16,2,1,0,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,103.413184,"[109.115588, 104.726017, 105.226646, 103.357854, 106.197186, 101.978953, 106.151436, 105.813848, 102.129153, 104.839305]",1702617668573.0,1.0,4.643842499998937
16,2,1,12,2,0,1,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,150.752068,"[170.527012, 151.933339, 151.111618, 150.870609, 151.602668, 151.050508, 151.014798, 150.200089, 150.691667, 150.473237]",1702617676968.0,1.0,6.167108100000405
64,2,8,12,2,0,1,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,99.492972,"[114.190214, 95.712319, 93.719857, 95.312578, 95.586459, 95.557118, 102.453005, 94.559248, 96.306249, 93.777097]",1702617682728.0,1.0,4.168809099998907
16,2,1,4,2,1,0,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,225.9104615,"[256.188534, 226.011174, 225.962152, 225.912611, 226.098683, 225.908312, 225.889954, 225.838302, 225.874832, 225.884033]",1702617694909.0,1.0,7.228607400000328
8,1,32,8,1,1,1,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,205.795419,"[222.67102, 205.901709, 205.708927, 206.116818, 205.971788, 205.902337, 205.820459, 205.802107, 206.178768, 205.714849]",1702617706059.0,1.0,7.074651200000153
16,4,64,4,1,1,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,308.55986199999995,"[393.945149, 308.950087, 309.054735, 308.823287, 309.452178, 308.323807, 307.402286, 309.105337, 308.514427, 308.050707]",1702617575179.0,1.0,8.28246369999979
32,8,4,14,1,0,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,105.6859285,"[113.119828, 105.324623, 105.809534, 105.582533, 105.763493, 105.476053, 105.403154, 105.674264, 105.736913, 105.697593]",1702617581265.0,1.0,5.258303499998874
16,4,16,6,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,163.16355199999998,"[183.022293, 164.492203, 163.955053, 163.588023, 163.294993, 163.266032, 163.125024, 162.874602, 162.689242, 162.982363]",1702617590322.0,1.0,6.483611000000383
64,1,16,2,1,1,1,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,952.2516785,"[1038.309297, 952.431463, 952.081754, 952.061202, 952.066564, 952.479922, 952.161374, 953.719983, 952.749314, 952.049822]",1702617639149.0,1.0,24.230801099999372
8,4,2,16,2,0,1,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,121.9100065,"[134.190157, 120.309871, 120.439891, 120.691481, 120.49765, 120.26936, 120.523521, 120.390582, 120.611721, 120.522732]",1702617646181.0,1.0,4.8511513999983435
16,8,32,2,1,1,1,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,1085.178145,"[1188.919974, 1100.161498, 1103.69988, 1100.125748, 1099.130407, 1101.955868, 1099.972418, 1099.473217, 1102.395528, 1098.924226]",1702617701902.0,1.0,29.33744910000023
32,8,2,14,2,1,0,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,304.923144,"[318.650211, 305.173984, 304.941675, 304.840434, 304.803664, 304.981305, 304.643304, 304.863535, 305.073265, 304.900684]",1702617718012.0,1.0,11.809615599999962
32,4,16,10,1,0,0,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,91.1649755,"[103.863272, 90.818916, 91.859197, 90.540697, 90.168235, 90.674905, 91.564246, 90.704956, 90.702785, 91.615007]",1702617723438.0,1.0,4.476617600001191
8,1,1,12,1,0,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,89.85852,"[97.271479, 90.070644, 89.788485, 89.638775, 89.940326, 89.728475, 89.599804, 89.682916, 89.750545, 89.665846]",1702617728698.0,1.0,4.341637900000205
64,8,2,2,2,1,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,814.436863,"[888.92882, 814.448773, 814.737243, 814.961203, 814.914363, 814.585103, 814.857772, 814.674753, 814.593072, 814.918031]",1702617770671.0,1.0,20.692499799999496
8,2,16,6,1,0,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,106.8325445,"[121.976981, 106.712836, 106.775685, 106.770815, 106.719874, 106.669945, 106.753865, 106.735075, 106.676755, 106.677725]",1702617564653.0,1.0,4.284253999999055
8,2,64,4,0,0,0,0,"(0, 1, 4, 3, 2)",hpclab62.idi.ntnu.no,154.8356935,"[175.997563, 154.852718, 154.804639, 154.773789, 154.78082, 154.744528, 154.7631, 154.834679, 154.86839, 154.754968]",1702617573308.0,1.0,5.119141500000114
64,4,1,10,2,0,1,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,175.491074,"[198.598041, 175.125875, 175.390863, 175.249075, 175.252363, 175.898922, 176.423742, 175.054754, 175.464734, 175.296845]",1702617583031.0,1.0,6.6862811000002695
16,4,2,8,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,121.855681,"[132.696168, 121.723852, 121.692701, 121.788133, 121.877542, 122.00302, 121.869622, 121.927901, 121.784432, 121.814391]",1702617589969.0,1.0,5.101448399999572
8,1,16,8,2,1,0,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,78.74697599999999,"[92.033238, 78.633156, 79.041307, 78.705216, 78.834986, 78.569199, 78.235338, 78.788736, 78.873746, 78.665896]",1702617594784.0,1.0,3.063577400000213
64,8,32,16,1,1,0,0,"(4, 0, 1, 3, 2)",hpclab62.idi.ntnu.no,309.7560625,"[325.581443, 310.246667, 308.60061, 309.967187, 310.177776, 309.654207, 309.207379, 309.843857, 311.825673, 309.617757]",1702617611210.0,1.0,11.514139799999612
32,2,32,6,1,0,1,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,291.9288555,"[337.011568, 291.887028, 291.818727, 291.861276, 291.949467, 291.795976, 291.812838, 291.853536, 291.892468, 291.814477]",1702617626853.0,1.0,7.9085678000010375
16,2,4,8,1,1,1,0,"(1, 0, 3, 4, 2)",hpclab62.idi.ntnu.no,247.4524595,"[269.886956, 247.319756, 247.449405, 247.477456, 247.341625, 247.462995, 247.465125, 247.494795, 247.521995, 247.441444]",1702617640133.0,1.0,7.8600108999999065
32,2,2,8,1,1,1,0,"(1, 0, 3, 4, 2)",hpclab62.idi.ntnu.no,254.8843685,"[278.303606, 254.665999, 254.754678, 254.632879, 254.650379, 254.852268, 254.689229, 254.819137, 254.783038, 254.626869]",1702617653801.0,1.0,8.200491499999771
32,2,32,12,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,143.605814,"[158.108842, 144.699771, 145.17962, 144.305832, 144.842101, 143.238814, 145.335159, 145.11548, 144.445292, 144.650711]",1702617662015.0,1.0,4.975072400000135
64,2,64,2,0,0,1,0,"(0, 4, 1, 3, 2)",hpclab63.idi.ntnu.no,574.6538955,"[661.560199, 574.812125, 574.936582, 574.679235, 574.292912, 575.026992, 574.22898, 574.904302, 574.797106, 573.628297]",1702617588393.0,1.0,13.457435299999997
32,2,32,6,0,1,1,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,240.338887,"[268.404558, 240.396521, 240.56446, 240.255505, 240.338432, 240.308292, 240.339342, 240.301594, 240.280555, 240.439561]",1702617601349.0,1.0,7.445993900000394
32,4,4,8,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab63.idi.ntnu.no,125.3385255,"[162.874442, 125.592633, 125.486695, 125.473556, 125.316036, 125.535963, 125.371697, 125.386275, 125.95384, 125.489786]",1702617608482.0,1.0,5.202637900000264
64,1,2,14,2,1,0,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,157.83267,"[171.75084, 157.74875, 157.765831, 157.657401, 157.706491, 157.958378, 157.559613, 157.7964, 157.647251, 157.920819]",1702617617233.0,1.0,6.165263599999889
64,2,64,16,0,1,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,166.321237,"[185.559769, 166.344111, 167.137222, 166.635718, 165.367834, 166.07982, 166.14118, 167.102641, 165.970741, 166.096019]",1702617626455.0,1.0,6.466697399999975
16,2,1,2,2,0,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,351.2853745,"[394.235135, 351.333689, 351.547648, 351.384909, 351.506498, 351.411779, 351.36859, 351.181501, 351.16855, 351.139902]",1702617645026.0,1.0,9.751819699999396
64,8,16,2,2,1,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,571.199032,"[665.610378, 580.12962, 579.363576, 579.794013, 578.665355, 579.369266, 579.592535, 579.727432, 578.530427, 579.367557]",1702617675195.0,1.0,13.978390999999828
16,1,2,4,0,0,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,432.060455,"[523.969687, 435.465602, 434.007189, 439.695176, 441.10606, 438.43111, 437.199253, 437.711908, 437.657618, 436.992345]",1702617698094.0,1.0,10.511541399999624
32,2,32,4,1,1,1,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,232.4080145,"[319.854896, 231.217083, 229.529051, 236.369106, 232.758716, 232.057313, 232.774756, 231.846366, 230.373251, 238.437652]",1702617711094.0,1.0,5.8535545999999155
32,1,2,10,2,0,1,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,172.0851895,"[184.773103, 171.871108, 172.027644, 171.664369, 171.866676, 171.749397, 172.142735, 172.234712, 172.345351, 172.422552]",1702617720505.0,1.0,6.276833099999567
64,4,32,6,0,0,1,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,205.899878,"[234.920078, 205.694859, 205.171417, 207.442618, 207.09033, 206.024197, 207.369308, 205.871809, 206.053087, 206.608238]",1702617781938.0,1.0,6.347164799999883
8,1,8,10,2,0,0,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,116.5332935,"[130.611303, 116.182133, 117.036294, 117.423735, 116.554733, 115.677223, 115.709922, 116.522793, 116.358025, 116.043043]",1702617788623.0,1.0,5.0703815000004395
8,4,16,12,1,1,1,0,"(0, 1, 2, 3, 4)",hpclab19.idi.ntnu.no,62.217516,"[78.195216, 62.178154, 62.281925, 62.157105, 62.147224, 62.190534, 62.299734, 62.484965, 62.214587, 62.220445]",1702617792723.0,1.0,2.7310507999995024
32,8,1,2,1,1,1,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,1082.340348,"[1165.318097, 1077.500025, 1079.226916, 1076.731834, 1077.515575, 1078.784053, 1077.736154, 1076.933324, 1079.196585, 1076.310114]",1702617848120.0,1.0,26.34408430000003
64,4,8,4,2,0,0,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,225.9831115,"[247.579387, 225.571351, 226.150293, 225.773371, 225.790941, 225.812994, 225.318731, 225.483343, 225.467711, 225.809282]",1702617860344.0,1.0,7.567475199999899
32,8,4,8,1,0,0,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,106.859062,"[120.302376, 107.068448, 107.147526, 106.785446, 106.858137, 106.859987, 106.655006, 106.805168, 107.050367, 106.848136]",1702617866577.0,1.0,4.856743399999322
16,1,64,16,1,0,0,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,101.738528,"[115.419232, 100.994614, 101.652033, 101.357062, 102.427594, 101.054852, 100.849874, 102.648013, 100.923002, 101.601853]",1702617872502.0,1.0,4.733229800000117
16,4,32,8,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,124.8735795,"[134.985566, 124.919709, 124.994751, 124.82745, 124.958879, 124.782199, 124.94812, 124.631381, 124.607919, 124.649659]",1702617879583.0,1.0,5.299951899999724
4,2,16,6,1,0,0,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,136.6902835,"[149.945037, 136.608278, 136.636047, 136.606999, 136.663607, 136.663248, 136.707288, 136.65551, 136.701558, 136.675938]",1702617887252.0,1.0,5.151585999999588
16,4,2,2,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,397.0397255,"[435.810991, 396.657075, 396.692585, 397.249704, 397.520557, 397.335536, 397.606235, 397.242836, 397.281506, 397.177224]",1702617908104.0,1.0,10.49422340000092
16,8,4,16,2,1,1,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,112.076412,"[119.22201, 111.826847, 112.038827, 112.630917, 111.887677, 112.343257, 111.613106, 112.113997, 112.494187, 111.359247]",1702617777092.0,1.0,5.510063299999456
16,8,2,14,1,1,0,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,287.661661,"[301.355527, 287.582087, 287.498738, 288.253089, 287.631877, 287.456939, 287.523729, 287.596099, 287.663118, 287.525979]",1702617792357.0,1.0,11.289858099999401
32,8,1,6,0,1,1,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,410.5478315,"[437.358901, 408.945195, 408.769015, 408.725895, 408.262575, 408.937835, 408.946455, 408.350643, 408.928476, 408.620204]",1702617813825.0,1.0,13.341094899999007
16,4,8,10,1,0,0,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,223.148863,"[237.595602, 223.264133, 223.237673, 223.176004, 223.111313, 223.304664, 223.076352, 223.174863, 223.197432, 223.137374]",1702617825858.0,1.0,8.684318000001804
2,1,1,2,1,1,1,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,318.699386,"[405.287493, 318.866756, 318.362475, 318.695755, 318.787965, 318.411656, 318.909174, 317.998675, 320.078156, 318.436756]",1702617843032.0,1.0,8.575470399999904
8,2,8,12,2,1,0,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,99.127684,"[112.879703, 99.327504, 98.369624, 99.224655, 99.625625, 98.793444, 99.448285, 99.204625, 99.696205, 99.222925]",1702617848849.0,1.0,4.650182200000563
4,2,16,14,2,1,1,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,168.41932350000002,"[181.69504, 168.303924, 168.294672, 168.534723, 167.716932, 168.709573, 167.787723, 169.021583, 168.293173, 168.584312]",1702617858121.0,1.0,6.740245799998957
16,4,4,10,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,137.803161,"[148.088801, 137.482715, 138.759536, 134.672315, 138.720237, 133.807594, 139.741716, 137.771426, 137.335765, 139.108666]",1702617865777.0,1.0,5.850176599999395
64,8,16,16,0,1,1,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,290.1257095,"[303.870326, 289.188039, 289.927129, 289.38167, 292.803401, 292.122841, 292.868831, 293.159442, 293.84951, 292.184311]",1702617881168.0,1.0,11.371526600000653
4,2,8,4,2,1,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,205.4083975,"[225.103365, 205.430224, 205.190073, 205.309503, 205.351952, 205.470593, 205.409783, 205.363842, 205.407012, 207.488814]",1702617892312.0,1.0,7.005879899999854
16,2,2,6,2,0,0,0,"(1, 0, 3, 4, 2)",hpclab62.idi.ntnu.no,181.775904,"[204.325791, 181.764219, 181.907599, 181.921329, 181.93098, 182.072979, 182.533727, 182.20759, 181.266001, 182.048858]",1702617780666.0,1.0,6.7071513999995656
