chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
128,4,8,16,10,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab61.idi.ntnu.no,82.873266,"[68.805965, 83.219258, 82.901498, 82.873266, 82.849568, 68.805965, 83.219258, 82.901498, 82.873266, 82.849568, 68.805965, 83.219258, 82.901498, 82.873266, 82.849568, 68.805965, 83.219258, 82.901498, 82.873266, 82.849568, 68.805965, 83.219258, 82.901498, 82.873266, 82.849568]",1704667978251,False,1.9690909999990254
256,16,64,1,2,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab61.idi.ntnu.no,175.148358,"[163.634783, 175.655889, 175.340558, 175.148358, 175.136778, 163.925286, 175.739397, 175.181598, 177.292628, 175.172969, 163.888826, 175.952159, 175.532887, 175.436988, 175.477587, 160.948515, 173.319537, 172.870248, 172.834248, 172.648806, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597]",1704667993234,True,4.424058000004152
256,2,4,8,2,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab61.idi.ntnu.no,172.661168,"[160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597]",1704668003426,False,4.369448999997985
2,32,2,4,6,0,0,0,0,"(4, 1, 2, 0, 3)",hpclab61.idi.ntnu.no,172.661168,"[160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597]",1704668013614,False,4.369448999997985
8,64,32,2,14,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,172.661168,"[160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597, 160.908235, 173.170706, 172.661168, 172.572947, 173.492597]",1704668023785,False,4.369448999997985
16,16,32,1,4,0,0,0,0,"(0, 1, 4, 2, 3)",hpclab61.idi.ntnu.no,867.462149,"[853.792606, 868.06598, 867.649919, 867.44736, 867.462149, 288.835373, 301.397934, 299.773926, 300.717086, 301.814876, 289.404393, 303.039937, 302.517606, 302.118095, 302.589597, 854.859846, 868.11351, 867.65691, 867.60011, 867.64791, 853.784188, 868.069779, 867.44219, 867.662231, 867.86593]",1704668050439,True,23.642422999997507
16,128,2,2,2,0,0,0,0,"(4, 0, 2, 1, 3)",hpclab62.idi.ntnu.no,243.488765,"[231.027443, 243.459804, 242.594958, 243.435305, 243.315555, 231.382473, 244.113663, 244.342873, 243.570154, 244.019894, 230.654864, 243.654664, 243.285485, 243.538764, 243.261706, 231.129372, 243.566825, 243.889604, 243.082227, 243.488765, 231.126043, 244.264413, 243.883644, 243.516976, 243.546214]",1704667939442,True,5.738090999999258
64,256,16,32,2,0,0,0,0,"(4, 2, 0, 3, 1)",hpclab62.idi.ntnu.no,48.027333,"[34.485032, 48.198832, 47.829003, 47.879083, 47.908392, 58.498239, 72.0602, 71.734489, 71.695739, 71.70524, 34.500133, 48.373042, 48.027333, 48.023312, 48.070213, 34.498323, 48.363311, 48.016422, 47.992532, 47.978993, 58.17747, 72.076778, 71.753319, 71.70385, 71.749799]",1704667951481,True,1.0343549999997776
4,2,4,32,14,0,0,0,0,"(4, 0, 2, 1, 3)",hpclab62.idi.ntnu.no,1330.680982,"[1335.88333, 1347.576724, 1350.692656, 1348.63509, 1354.471558, 1313.797979, 1325.177883, 1330.680982, 1335.669359, 1332.752587, 1321.443012, 1319.809525, 1327.00122, 1319.276376, 1319.658896, 1308.94719, 1343.233063, 1341.498487, 1340.582208, 1339.166253, 1320.299604, 1319.686735, 1319.001138, 1317.757929, 1317.403892]",1704667995405,True,30.81089200000133
2,4,2,32,12,0,0,0,0,"(1, 4, 0, 2, 3)",hpclab62.idi.ntnu.no,9322.686088,"[172.884254, 191.186741, 188.384328, 191.003222, 188.02027, 9421.260925, 9455.101263, 9275.853504, 9576.39384, 9533.337238, 9322.686088, 9311.505398, 9373.699663, 9262.097139, 9373.589584, 9669.934656, 9289.522559, 9574.795153, 9381.707899, 9518.292747, 172.960511, 186.253806, 188.765643, 189.612909, 185.819468]",1704668149290,True,241.00777000000016
4,4,32,4,2,0,0,0,0,"(4, 0, 2, 3, 1)",hpclab62.idi.ntnu.no,549.703306,"[106.562754, 120.390947, 120.142029, 120.304197, 119.95576, 536.127622, 550.131206, 549.792876, 549.774946, 549.732506, 536.197222, 550.077526, 549.721237, 549.703306, 549.662366, 536.139931, 550.037436, 549.828387, 549.794296, 549.804395, 106.649503, 120.529998, 120.193479, 120.659427, 120.152509]",1704668169335,True,11.667746999999508
128,2,2,8,14,0,0,0,0,"(4, 3, 1, 0, 2)",hpclab62.idi.ntnu.no,42.791161,"[28.996247, 43.191479, 42.647822, 42.772981, 42.652672, 28.956026, 43.68269, 42.626441, 42.791161, 43.30152, 29.269546, 42.95841, 42.613342, 42.680292, 42.613191, 28.960767, 42.954531, 42.713302, 42.86473, 42.823161, 29.287066, 43.401109, 42.950651, 42.870242, 42.852982]",1704668181023,True,0.9544339999993099
64,2,4,2,10,0,0,0,0,"(0, 4, 3, 1, 2)",hpclab62.idi.ntnu.no,76.40545,"[63.720362, 77.939426, 77.599557, 77.732736, 77.511757, 63.763854, 77.874206, 77.495816, 77.564897, 77.490347, 62.572085, 76.481699, 76.146749, 76.414449, 76.39232, 62.614344, 76.626508, 76.369879, 76.381869, 76.32659, 62.527695, 76.749399, 76.506098, 76.185589, 76.40545]",1704668193550,True,1.7309749999985797
2,2,256,8,2,0,0,0,0,"(4, 2, 0, 3, 1)",hpclab62.idi.ntnu.no,202.349717,"[189.75294, 199.067703, 205.62642, 203.831694, 204.951922, 193.001273, 205.151392, 202.327357, 203.533775, 204.900702, 188.997663, 205.228721, 206.322749, 198.453214, 201.390769, 191.880326, 199.144133, 200.963699, 198.526124, 198.400554, 185.430417, 207.727558, 207.350317, 200.121731, 202.349717]",1704668209265,True,4.850365000002057
8,8,256,8,12,0,0,0,0,"(4, 1, 2, 0, 3)",hpclab62.idi.ntnu.no,202.349717,"[185.430417, 207.727558, 207.350317, 200.121731, 202.349717, 185.430417, 207.727558, 207.350317, 200.121731, 202.349717, 185.430417, 207.727558, 207.350317, 200.121731, 202.349717, 185.430417, 207.727558, 207.350317, 200.121731, 202.349717, 185.430417, 207.727558, 207.350317, 200.121731, 202.349717]",1704668219451,False,4.850365000002057
64,256,4,8,6,0,0,0,0,"(0, 4, 3, 1, 2)",hpclab62.idi.ntnu.no,47.989512,"[34.426286, 48.356142, 48.037731, 47.997521, 48.006871, 6.269149, 20.281933, 19.917073, 20.646011, 19.901374, 34.453416, 48.353061, 48.020542, 47.996743, 48.003621, 34.427906, 48.349312, 48.015152, 47.989512, 47.980942, 6.250239, 20.206443, 19.904753, 19.886662, 19.811484]",1704668230990,True,1.0398319999985688
4,16,2,16,16,0,0,0,0,"(4, 0, 2, 1, 3)",hpclab63.idi.ntnu.no,921.985237,"[914.123219, 922.799595, 919.987561, 958.46929, 957.836379, 1111.618228, 1116.36356, 1117.668135, 1119.392766, 1126.365691, 906.821848, 920.581144, 920.350537, 920.460145, 920.305187, 907.744497, 958.396951, 921.985237, 930.560034, 921.481092, 908.195632, 920.500155, 928.861234, 960.085931, 919.782084]",1704667957544,True,22.08729800000583
128,8,16,2,2,0,0,0,0,"(1, 4, 0, 2, 3)",hpclab63.idi.ntnu.no,50.427497,"[49.059693, 50.621384, 48.782306, 49.650176, 49.586187, 47.072627, 50.427497, 50.765212, 50.92525, 48.39166, 47.084507, 49.703785, 48.50334, 49.834354, 49.778254, 134.993734, 148.916527, 148.608721, 148.498825, 148.592402, 43.736097, 54.892143, 50.947571, 49.808514, 50.432997]",1704667969957,True,1.2368589999969117
4,32,256,16,4,0,0,0,0,"(4, 1, 0, 2, 3)",hpclab63.idi.ntnu.no,19157.376946,"[19166.087944, 18793.273311, 19157.376946, 19158.966799, 18794.697194]",1704668075728,True,426.46459499999764
64,2,64,32,12,0,0,0,0,"(1, 4, 2, 3, 0)",hpclab63.idi.ntnu.no,18794.697194,"[18794.697194, 18794.697194, 18794.697194, 18794.697194, 18794.697194]",1704668085916,False,420.96594700000423
8,32,2,4,14,0,0,0,0,"(1, 0, 4, 2, 3)",hpclab63.idi.ntnu.no,40.980479,"[29.729973, 41.298244, 40.993289, 40.980479, 40.939148, 2052.2448, 2056.331751, 2063.100771, 2038.565304, 2010.63505, 2026.005366, 2039.773849, 2036.242662, 2030.207505, 2084.220815, 27.127173, 41.272574, 40.918238, 40.900249, 40.891758, 27.956475, 41.236544, 40.8589, 40.831929, 40.822439]",1704668117619,True,1.470657999998366
128,2,8,32,2,0,0,0,0,"(4, 1, 0, 2, 3)",hpclab63.idi.ntnu.no,95.372944,"[81.65042, 95.71181, 95.281946, 95.381814, 95.346875, 82.140334, 96.263984, 96.209335, 95.996997, 95.922596, 81.55745, 95.702121, 95.358975, 95.408784, 95.293774, 82.135394, 96.332783, 95.889229, 95.942427, 95.942808, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995]",1704668130638,True,2.1267359999983455
8,16,16,16,14,0,0,0,0,"(1, 4, 2, 0, 3)",hpclab63.idi.ntnu.no,95.372944,"[81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995]",1704668140828,False,2.1115239999999176
128,16,128,2,8,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab63.idi.ntnu.no,95.372944,"[81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995, 81.5588, 95.706411, 95.372944, 95.267334, 95.397995]",1704668151008,False,2.1115239999999176
4,128,64,2,14,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab63.idi.ntnu.no,7321.987041,"[7309.265787, 7324.521935, 7326.753236, 7324.175359, 7323.306459, 7294.264289, 7306.878326, 7307.752795, 7306.878406, 7307.238032, 7308.185995, 7322.103621, 7322.283588, 7321.762264, 7321.987041, 7288.19103, 7302.218373, 7301.591482, 7306.800492, 7303.878503, 7309.258502, 7330.371273, 7325.112996, 7344.741354, 7323.939129]",1704668344566,True,165.03675300000032
256,64,256,32,6,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab63.idi.ntnu.no,22.436745,"[2.409012, 16.498426, 16.20253, 16.1467, 16.13363, 8.681848, 22.824233, 22.464036, 22.438667, 22.425956, 2.388823, 16.499967, 16.133531, 16.139381, 16.157929, 8.678736, 22.819762, 22.456607, 22.478135, 22.413287, 8.677488, 22.830532, 22.461866, 22.436745, 22.432147]",1704668355688,True,0.4959000000001197
64,8,32,1,10,0,0,0,0,"(1, 4, 2, 0, 3)",hpclab19.idi.ntnu.no,826.960724,"[810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724]",1704668365886,False,19.662755999999717
16,4,128,16,10,0,0,0,0,"(4, 2, 1, 3, 0)",hpclab19.idi.ntnu.no,826.960724,"[810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724, 810.974165, 826.262132, 827.348765, 829.536787, 826.960724]",1704668376064,False,19.662755999999717
128,16,256,16,6,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab19.idi.ntnu.no,21.950945,"[17.270922, 31.897118, 31.564847, 31.553999, 31.568989, 7.720759, 22.216127, 21.887436, 21.867997, 21.897406, 7.376719, 22.368238, 21.950945, 21.831058, 21.999287, 17.269202, 32.143649, 31.729937, 31.726358, 31.677549, 7.383979, 22.276907, 21.975046, 21.944708, 21.830745]",1704668387418,True,0.5189700000009907
16,128,8,16,16,0,0,0,0,"(0, 1, 4, 2, 3)",hpclab19.idi.ntnu.no,59.927592,"[46.238246, 60.251574, 59.781661, 59.882974, 59.779312, 45.392575, 60.249134, 59.927592, 60.017264, 59.786672, 46.511648, 63.128075, 59.809673, 59.761562, 59.833943, 890.61186, 904.492318, 915.931131, 921.977789, 899.457512, 45.760736, 61.313415, 59.999012, 60.049814, 59.962392]",1704668403777,True,2.2601210000029823
4,16,8,16,4,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab19.idi.ntnu.no,2208.187859,"[2208.32411, 2249.952321, 2242.956341, 2249.482579, 2244.399115, 2168.722281, 2154.129685, 2126.0824, 2123.070398, 2122.843226, 2211.868756, 2224.826738, 2169.832804, 2221.633745, 2169.732375, 2212.137875, 2172.747437, 2222.459268, 2208.187859, 2172.997806, 2154.195005, 2123.784987, 2172.536216, 2181.658248, 2149.070389]",1704668469105,True,53.86870500000077
4,4,2,16,10,0,0,0,0,"(4, 2, 1, 3, 0)",hpclab19.idi.ntnu.no,2154.195005,"[2154.195005, 2123.784987, 2172.536216, 2181.658248, 2149.070389, 2154.195005, 2123.784987, 2172.536216, 2181.658248, 2149.070389, 2154.195005, 2123.784987, 2172.536216, 2181.658248, 2149.070389, 2154.195005, 2123.784987, 2172.536216, 2181.658248, 2149.070389, 2154.195005, 2123.784987, 2172.536216, 2181.658248, 2149.070389]",1704668479289,False,51.914536000000226
8,256,256,4,12,0,0,0,0,"(4, 0, 2, 3, 1)",hpclab19.idi.ntnu.no,480.049212,"[283.092304, 298.135271, 297.894412, 297.71351, 297.721032, 465.340205, 480.268383, 480.159963, 480.049212, 479.933972, 465.451795, 480.540893, 480.077562, 479.149352, 480.051313, 283.048924, 298.173452, 297.83672, 297.756003, 297.68086, 465.400345, 480.443843, 480.110003, 480.150123, 480.113482]",1704668500059,True,10.62934899999891
64,128,16,32,14,0,0,0,0,"(0, 1, 4, 2, 3)",hpclab19.idi.ntnu.no,33.027791,"[275.530125, 290.987874, 290.693062, 290.538183, 290.586342, 18.175801, 33.255231, 32.92217, 32.77851, 32.81167, 18.230652, 33.20525, 32.877531, 32.83703, 32.8151, 257.245564, 290.985552, 290.313622, 290.559362, 290.235304, 18.266513, 33.461989, 33.027791, 33.0278, 32.986431]",1704668514053,True,1.140611999999237
256,128,2,1,14,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab19.idi.ntnu.no,23.110727,"[8.68231, 23.526189, 23.116347, 23.135859, 23.087627, 7.474019, 22.274946, 21.900667, 21.891405, 21.894397, 8.670112, 23.592748, 23.247759, 23.153397, 23.088419, 8.66508, 23.47392, 23.130328, 23.110727, 23.094248, 7.105578, 22.354308, 21.942336, 21.920527, 21.931198]",1704668525216,True,0.5266449999980978
256,128,8,32,8,0,0,0,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,15.276229,"[68.077192, 93.798435, 107.68707, 107.605071, 107.685591, 86.976656, 108.108421, 107.649882, 107.734349, 107.468261, 0.648221, 15.452168, 15.080978, 15.062139, 15.037928, 0.646781, 15.480188, 15.29184, 15.245248, 15.228268, 0.816841, 15.767489, 15.276229, 15.073448, 15.284128]",1704668537109,True,0.382075999998051
4,16,4,2,4,0,0,0,0,"(4, 1, 2, 0, 3)",hpclab61.idi.ntnu.no,867.662231,"[853.784188, 868.069779, 867.44219, 867.662231, 867.86593, 853.784188, 868.069779, 867.44219, 867.662231, 867.86593, 853.784188, 868.069779, 867.44219, 867.662231, 867.86593, 853.784188, 868.069779, 867.44219, 867.662231, 867.86593, 853.784188, 868.069779, 867.44219, 867.662231, 867.86593]",1704668365883,False,23.642422999997507
4,4,8,4,8,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab61.idi.ntnu.no,702.607064,"[692.303669, 702.439134, 696.363473, 701.999416, 694.659212, 689.090121, 702.257186, 702.817304, 694.702544, 697.536033, 686.73147, 700.144616, 702.607064, 707.403567, 704.456415, 689.939391, 704.960176, 705.829046, 700.302405, 704.504775, 702.490546, 719.188919, 717.121998, 718.573728, 720.763551]",1704668394149,True,17.85706300000311
32,8,128,1,8,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,228.326773,"[213.892156, 228.552224, 228.271313, 228.226524, 228.362995, 213.984891, 228.599125, 228.320664, 228.262093, 228.655644, 213.916431, 228.806802, 228.772215, 228.268124, 228.326773, 215.068891, 228.723695, 228.513495, 228.398722, 228.390795, 214.353041, 228.531243, 228.403844, 228.186715, 229.087913]",1704668410521,True,5.673641000001226
16,256,8,32,16,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab61.idi.ntnu.no,42.675851,"[28.527847, 43.09128, 42.7389, 42.675851, 42.670479, 135.184992, 149.669265, 149.303666, 149.297615, 149.282336, 135.188021, 149.708275, 149.366226, 149.380265, 149.330096, 28.566825, 43.014322, 42.613989, 42.613109, 42.592951, 28.488036, 42.974121, 42.607479, 42.602061, 42.592709]",1704668423277,True,1.1097290000034263
16,32,32,4,4,0,0,0,0,"(1, 0, 3, 4, 2)",hpclab61.idi.ntnu.no,42.602061,"[28.488036, 42.974121, 42.607479, 42.602061, 42.592709, 28.488036, 42.974121, 42.607479, 42.602061, 42.592709, 28.488036, 42.974121, 42.607479, 42.602061, 42.592709, 28.488036, 42.974121, 42.607479, 42.602061, 42.592709, 28.488036, 42.974121, 42.607479, 42.602061, 42.592709]",1704668433478,False,1.0874980000007781
128,64,32,8,14,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab61.idi.ntnu.no,31.409937,"[4.673422, 19.235215, 18.855075, 18.890985, 18.835523, 17.261584, 31.792988, 31.433237, 31.429938, 31.447148, 17.256563, 31.813238, 31.453298, 31.409937, 31.401538, 17.262294, 31.837537, 31.487678, 31.461316, 31.406449, 4.692491, 19.254865, 18.874973, 18.828155, 18.830605]",1704668444753,True,0.761848000001919
32,128,16,1,4,0,0,0,0,"(4, 3, 1, 0, 2)",hpclab61.idi.ntnu.no,82.87082,"[68.727986, 83.29252, 82.9197, 82.88849, 82.86229, 11.243263, 25.802885, 25.439667, 25.638126, 25.386525, 68.718077, 83.31863, 83.000459, 83.001249, 82.97863, 11.250443, 25.863557, 25.460706, 25.473575, 25.383287, 68.731186, 83.2795, 82.93047, 82.87082, 82.84114]",1704668456877,True,1.9664660000053118
4,64,128,32,12,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab61.idi.ntnu.no,19810.624155,"[19810.624155, 19872.871258, 19952.926815, 19387.253105, 19474.812323]",1704668566045,True,501.76802699999826
4,8,256,4,12,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab61.idi.ntnu.no,24901.740401,"[24785.684096, 24901.740401, 24929.779996, 24996.146657, 24449.66805]",1704668700786,True,611.682157999996
4,32,4,1,8,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab61.idi.ntnu.no,24449.66805,"[24449.66805, 24449.66805, 24449.66805, 24449.66805, 24449.66805]",1704668710984,False,599.7439780000059
8,256,64,32,8,0,0,0,0,"(4, 3, 2, 0, 1)",hpclab62.idi.ntnu.no,281.708761,"[268.068123, 282.03156, 281.731779, 281.708761, 281.675251, 268.090677, 282.04343, 281.69199, 281.685191, 281.64118, 268.067145, 282.03701, 281.727181, 281.67517, 281.69593, 448.025272, 462.289238, 461.845728, 461.841177, 461.270541, 448.431823, 462.237707, 461.638219, 461.520958, 461.699458]",1704668375143,True,6.070487000000867
256,128,8,2,14,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,461.638219,"[448.431823, 462.237707, 461.638219, 461.520958, 461.699458, 448.431823, 462.237707, 461.638219, 461.520958, 461.699458, 448.431823, 462.237707, 461.638219, 461.520958, 461.699458, 448.431823, 462.237707, 461.638219, 461.520958, 461.699458, 448.431823, 462.237707, 461.638219, 461.520958, 461.699458]",1704668385317,False,9.819666999999754
256,256,256,1,4,0,0,0,0,"(1, 0, 4, 2, 3)",hpclab62.idi.ntnu.no,124.15951,"[126.713256, 124.46255, 124.111882, 124.017691, 124.144311, 110.650996, 124.572531, 124.200482, 124.166061, 124.181811, 110.686574, 124.591051, 124.32645, 124.317391, 124.258463, 77.700157, 92.980368, 93.182118, 92.797419, 92.588629, 110.635817, 124.59881, 124.153081, 124.15951, 124.240422]",1704668398900,True,3.4129700000012235
32,16,128,8,8,0,0,0,0,"(1, 4, 0, 3, 2)",hpclab62.idi.ntnu.no,28.001149,"[27.018271, 40.555714, 40.153197, 39.882706, 28.618948, 14.482373, 28.180658, 27.860588, 27.985659, 27.903518, 14.322024, 28.046897, 28.161679, 27.963537, 27.880359, 14.363745, 28.576357, 27.881328, 28.001149, 28.087768, 589.419541, 604.415596, 586.905708, 603.106808, 602.623709]",1704668413227,True,0.9272899999996298
256,256,8,16,4,0,0,0,0,"(0, 4, 1, 2, 3)",hpclab62.idi.ntnu.no,43.597969,"[30.629724, 43.969829, 43.60353, 43.589489, 43.552949, 30.196504, 43.991509, 43.6174, 43.649729, 43.593049, 30.189885, 44.030669, 43.593989, 43.50696, 43.528829, 30.156875, 44.002309, 43.63341, 43.631978, 43.56494, 30.187885, 43.949708, 43.60418, 43.597969, 43.591529]",1704668424942,True,0.9999640000023646
4,128,256,4,12,0,0,0,0,"(4, 2, 0, 3, 1)",hpclab62.idi.ntnu.no,543.984857,"[550.580544, 564.42104, 564.08219, 564.05277, 564.0761, 529.793393, 543.504218, 543.167559, 543.204287, 543.144499, 530.45456, 544.393646, 544.135969, 544.122387, 543.956538, 525.85002, 539.561097, 539.16498, 539.171809, 539.223689, 530.503978, 544.347708, 543.984857, 544.054158, 543.956158]",1704668449217,True,11.951881000000867
128,2,64,4,2,0,0,0,0,"(1, 4, 0, 2, 3)",hpclab62.idi.ntnu.no,271.354806,"[257.569096, 271.354806, 271.359945, 273.224271, 270.888137, 257.494507, 272.255093, 271.585746, 270.730936, 271.031027, 260.680109, 271.266696, 271.989584, 270.980676, 273.84785, 259.052603, 271.369745, 272.531463, 272.410373, 270.856246, 267.110306, 281.531702, 281.048363, 281.760623, 280.976853]",1704668466682,True,6.584055999999691
128,256,64,4,2,0,0,0,0,"(4, 3, 1, 0, 2)",hpclab62.idi.ntnu.no,30.75305,"[17.259681, 31.115929, 30.794281, 30.75305, 30.73744, 17.27432, 31.12848, 30.79981, 30.79636, 30.73602, 2.742305, 16.584311, 16.243064, 16.219433, 16.215402, 2.736565, 16.590511, 16.312883, 16.252534, 16.219562, 17.252611, 31.11465, 30.801359, 30.74326, 30.784241]",1704668477935,True,0.6784159999988333
16,32,128,16,14,0,0,0,0,"(4, 1, 2, 3, 0)",hpclab62.idi.ntnu.no,30.784241,"[17.252611, 31.11465, 30.801359, 30.74326, 30.784241, 17.252611, 31.11465, 30.801359, 30.74326, 30.784241, 17.252611, 31.11465, 30.801359, 30.74326, 30.784241, 17.252611, 31.11465, 30.801359, 30.74326, 30.784241, 17.252611, 31.11465, 30.801359, 30.74326, 30.784241]",1704668488119,False,0.6821390000004612
256,8,2,1,10,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,18.985928,"[8.80954, 22.652398, 22.32719, 22.328539, 22.390518, 5.598408, 19.281046, 19.000647, 18.974167, 18.932837, 5.259078, 19.342936, 19.011546, 18.983556, 18.985928, 8.80313, 22.843969, 22.506389, 22.495199, 22.482489, 5.263229, 19.318397, 18.940437, 18.952936, 18.944087]",1704668499315,True,0.44123100000069826
16,64,16,8,4,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab63.idi.ntnu.no,148.95736,"[135.22282, 149.313136, 149.004258, 149.415613, 148.9454, 135.21996, 149.324504, 148.991479, 148.95736, 148.924739, 41.384894, 55.517816, 55.246831, 55.197211, 55.235352, 135.24339, 149.336106, 148.960348, 149.010398, 148.930849, 41.408323, 55.474637, 55.212342, 55.250021, 55.208461]",1704668369108,True,3.1312920000000304
32,8,32,2,2,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,113.305477,"[577.214656, 591.796393, 591.103422, 591.040083, 591.28783, 113.798723, 112.034232, 111.054056, 110.864116, 113.283499, 103.916108, 111.932895, 111.597748, 111.675027, 110.50331, 100.855824, 111.532709, 113.305477, 113.567145, 113.341548, 415.829842, 538.815137, 538.457871, 538.246952, 538.371972]",1704668386898,True,2.5955839999996897
128,256,64,4,8,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab63.idi.ntnu.no,396.840984,"[386.421648, 397.353589, 396.843406, 396.753315, 396.664358, 388.481393, 397.28331, 396.821546, 396.840984, 396.861825, 382.343927, 390.805635, 390.305522, 390.145004, 390.304562, 388.412594, 397.553775, 397.111532, 397.036733, 396.943552, 388.107878, 398.1335, 397.538727, 397.474307, 397.3479]",1704668407419,True,8.942317999999887
256,4,8,16,16,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab63.idi.ntnu.no,397.474307,"[388.107878, 398.1335, 397.538727, 397.474307, 397.3479, 388.107878, 398.1335, 397.538727, 397.474307, 397.3479, 388.107878, 398.1335, 397.538727, 397.474307, 397.3479, 388.107878, 398.1335, 397.538727, 397.474307, 397.3479, 388.107878, 398.1335, 397.538727, 397.474307, 397.3479]",1704668417601,False,8.960931999999957
128,128,2,32,14,0,0,0,0,"(0, 4, 1, 2, 3)",hpclab63.idi.ntnu.no,48.477211,"[34.82073, 48.922615, 48.514068, 48.50831, 48.480451, 34.735532, 48.937165, 48.533888, 48.47254, 48.477211, 25.644109, 39.951591, 39.569324, 39.486357, 39.406007, 34.737302, 48.876644, 48.51394, 48.486109, 48.48318, 25.718108, 39.995289, 39.550685, 39.594405, 39.473256]",1704668429338,True,1.082875999999942
2,8,256,8,14,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,39.550685,"[25.718108, 39.995289, 39.550685, 39.594405, 39.473256, 25.718108, 39.995289, 39.550685, 39.594405, 39.473256, 25.718108, 39.995289, 39.550685, 39.594405, 39.473256, 25.718108, 39.995289, 39.550685, 39.594405, 39.473256, 25.718108, 39.995289, 39.550685, 39.594405, 39.473256]",1704668439509,False,0.9086139999999432
32,64,256,32,6,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab63.idi.ntnu.no,4291.852652,"[4233.589165, 4247.420503, 4244.967371, 4249.490079, 4248.376521, 4283.920363, 4293.54187, 4292.7487, 4292.258716, 4292.184127, 4284.589826, 4295.817885, 4295.247166, 4294.326776, 4299.186091, 4282.439325, 4292.991099, 4291.852652, 4292.074269, 4291.810512, 4231.45398, 4277.035762, 4285.079187, 4265.285181, 4253.008144]",1704668557096,True,95.56674399999974
