chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
4,32,2,16,8,0,1,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,38.2889805,"[38.258826, 38.050645, 38.226996, 38.099115, 38.230376, 38.339215, 38.283685, 38.286666, 38.099915, 38.388366]",1702762642813,True,0.981640299999708
512,4,32,256,4,2,1,0,0,"(3, 1, 2, 0, 4)",hpclab19.idi.ntnu.no,78.371659,"[78.724444, 78.541185, 78.509484, 78.360833, 78.287974, 78.321415, 78.334104, 78.389993, 78.346774, 78.338525]",1702762647378,True,1.860128800000166
256,8,4,128,10,2,1,1,0,"(3, 0, 2, 1, 4)",hpclab19.idi.ntnu.no,12.019438,"[12.119028, 12.030968, 12.037666, 12.013707, 12.019498, 12.019378, 12.030787, 12.017038, 12.018738, 12.016318]",1702762648595,True,0.3282925999999861
128,8,16,64,2,2,1,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,8.6388085,"[9.082653, 8.642334, 8.633802, 8.633332, 8.627622, 8.643272, 8.635214, 8.628452, 8.622962, 8.617442]",1702762649645,True,0.22349920000015117
256,4,2,16,14,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,1.7971915,"[2.970061, 2.160982, 2.034991, 1.96295, 1.925731, 1.789542, 1.55282, 1.413501, 1.40846, 1.446921]",1702762631195,True,0.07141969999997855
128,4,16,1,4,1,0,1,0,"(1, 3, 2, 0, 4)",hpclab61.idi.ntnu.no,40.006855,"[40.00492, 39.764429, 39.97211, 39.841119, 39.709401, 39.831899, 39.86778, 39.692809, 39.887, 40.000689]",1702762633840,True,1.0503974000000198
4,2,4,1,14,1,0,1,0,"(3, 2, 0, 1, 4)",hpclab61.idi.ntnu.no,11.263134999999998,"[11.406155, 11.962346, 11.244345, 11.171967, 11.185056, 12.799705, 11.200797, 11.291645, 11.281925, 11.177446]",1702762635043,True,0.33518770000000586
1024,8,2,16,14,0,1,0,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,4.9323275,"[5.119072, 4.862833, 4.855182, 5.240223, 5.044053, 4.847182, 4.854262, 4.844713, 5.154602, 4.856423]",1702762635939,True,0.1292186000000129
2,8,4,1,10,1,0,0,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,38.210034,"[38.539128, 38.561669, 37.809838, 38.370419, 38.173539, 38.323589, 38.46181, 38.592709, 37.865908, 38.096088]",1702762638466,True,1.068911399999979
2,2,16,16,4,2,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,5.354372,"[5.479403, 5.357153, 5.364372, 5.317153, 5.436673, 5.501462, 5.494093, 5.338703, 5.428153, 5.420812]",1702762639330,True,0.16135949999998048
4,2,8,4,14,2,1,0,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,2.803226,"[3.124572, 2.866472, 2.982441, 2.757872, 2.715981, 2.723751, 2.731972, 2.805121, 2.801331, 4.374412]",1702762640104,True,0.10903510000002825
32,8,16,16,2,1,1,1,0,"(3, 2, 0, 1, 4)",hpclab61.idi.ntnu.no,39.7636895,"[39.9606, 39.943869, 39.98301, 40.04872, 39.715129, 39.73621, 39.762019, 39.634461, 39.842039, 39.80501]",1702762642730,True,1.0271869000000151
1024,8,2,64,14,0,1,1,0,"(0, 3, 2, 1, 4)",hpclab61.idi.ntnu.no,4.3313365,"[5.237653, 4.689373, 4.444341, 4.357213, 4.351161, 4.215543, 4.279832, 4.254562, 4.254762, 4.311512]",1702762643596,True,0.15992679999999382
8,8,32,256,8,0,1,0,0,"(1, 2, 0, 3, 4)",hpclab61.idi.ntnu.no,4.853528,"[7.009235, 5.568852, 4.987413, 4.905243, 4.888211, 4.877623, 4.865333, 4.874792, 4.860423, 4.855552]",1702762644452,True,0.1761963999999807
16,16,4,64,4,2,1,1,0,"(0, 2, 1, 3, 4)",hpclab62.idi.ntnu.no,5.5016295,"[5.69484, 5.516309, 5.497319, 5.442891, 5.503649, 5.482289, 5.433781, 5.517789, 5.515729, 5.523611]",1702762631346,True,0.15182929999973566
128,32,4,4,6,2,0,0,0,"(2, 1, 3, 0, 4)",hpclab62.idi.ntnu.no,9.9838365,"[10.073862, 9.92974, 10.000381, 9.92982, 9.955502, 9.954461, 9.945281, 9.962912, 9.98789, 9.997711]",1702762632498,True,0.25612990000008723
1024,2,4,8,8,1,0,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,6.4671125,"[7.085917, 6.487787, 6.462607, 6.434278, 6.506447, 6.442219, 6.403747, 6.588968, 6.424199, 6.449367]",1702762633434,True,0.20641329999998562
4,8,32,2,4,0,0,1,0,"(2, 1, 3, 0, 4)",hpclab62.idi.ntnu.no,159.238314,"[159.721428, 160.521567, 158.376299, 159.941867, 158.813969, 158.60852, 159.171079, 158.402099, 159.130749, 159.144158]",1702762642027,True,3.54882460000008
8,2,2,16,4,1,1,1,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,3.475594,"[3.942603, 3.478684, 3.455303, 3.446523, 3.441973, 3.454235, 3.458104, 3.462444, 3.493293, 3.452023]",1702762642846,True,0.11194489999979851
256,2,4,16,6,2,1,0,0,"(3, 0, 1, 2, 4)",hpclab62.idi.ntnu.no,10.4646505,"[10.59269, 10.467979, 10.457871, 10.442691, 10.438789, 10.441471, 10.469829, 10.44604, 10.440961, 10.438019]",1702762644042,True,0.27398030000003926
64,16,16,2,12,0,0,1,0,"(1, 2, 3, 0, 4)",hpclab62.idi.ntnu.no,37.891803,"[37.985978, 37.877468, 38.178047, 37.901289, 37.759339, 37.882317, 37.630599, 37.729439, 38.051878, 38.126707]",1702762646618,True,0.9676440999999614
1024,16,16,1,12,1,0,1,0,"(0, 3, 2, 1, 4)",hpclab62.idi.ntnu.no,2.9080495,"[3.292664, 3.015565, 2.941834, 2.908934, 2.904874, 2.919835, 2.910655, 2.885824, 2.912304, 2.903044]",1702762647397,True,0.12214329999987968
16,32,8,32,6,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,3.3393335,"[3.524133, 3.352393, 3.309933, 3.328505, 3.329844, 3.320193, 3.340693, 3.337664, 3.322804, 3.325714]",1702762648207,True,0.1270502999999735
8,4,32,4,8,2,0,1,0,"(3, 2, 1, 0, 4)",hpclab62.idi.ntnu.no,78.476507,"[78.311442, 78.358522, 78.129663, 78.050041, 78.319443, 78.432752, 78.100382, 78.343631, 78.536402, 78.505882]",1702762652777,True,1.8212193000003025
512,4,32,256,10,0,1,1,0,"(2, 1, 0, 3, 4)",hpclab63.idi.ntnu.no,17.212787,"[24.671598, 18.005659, 17.226497, 17.09749, 17.048839, 17.199077, 16.98751, 16.94987, 17.695752, 18.195877]",1702762631910,True,0.49692100000000894
512,8,32,4,12,0,0,0,0,"(1, 2, 0, 3, 4)",hpclab63.idi.ntnu.no,5.319488,"[6.247654, 5.863808, 5.467382, 5.269024, 5.177396, 5.260244, 5.257295, 5.265664, 5.285124, 5.264894]",1702762632783,True,0.18016499999999952
64,32,2,32,8,2,0,1,0,"(1, 3, 0, 2, 4)",hpclab63.idi.ntnu.no,5.040336,"[5.131246, 5.079016, 5.057646, 4.997457, 5.036516, 5.037996, 4.990637, 4.930897, 5.056258, 5.042676]",1702762633707,True,0.13894390000000384
512,4,4,8,2,2,0,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,6.4743010000000005,"[6.58485, 6.458861, 6.446451, 6.454591, 6.492461, 6.447752, 6.434612, 6.450122, 6.397752, 6.404092]",1702762634668,True,0.1667318000000023
512,32,4,128,2,1,1,0,0,"(3, 1, 2, 0, 4)",hpclab63.idi.ntnu.no,9.90204,"[9.921365, 9.903185, 9.908595, 9.905797, 9.894835, 9.904445, 9.900895, 9.896705, 9.894245, 9.889025]",1702762635800,True,0.23752279999999928
1024,2,16,128,12,0,0,1,0,"(1, 2, 3, 0, 4)",hpclab63.idi.ntnu.no,38.045966,"[38.141235, 38.320695, 38.043357, 38.046257, 38.040987, 38.050989, 38.071806, 38.034786, 38.038877, 38.022208]",1702762638341,True,0.9615194999999972
128,16,16,2,12,2,1,0,0,"(0, 3, 2, 1, 4)",hpclab63.idi.ntnu.no,6.6200245,"[6.900677, 4.536672, 6.617559, 6.861717, 4.502822, 6.608091, 6.923928, 6.62249, 6.6074, 6.670049]",1702762639279,True,0.2023698999999965
512,4,8,1,2,1,1,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,16.407051,"[16.857102, 16.341297, 16.352106, 16.328237, 16.310929, 16.320977, 16.273027, 16.262807, 16.389767, 16.398776]",1702762640705,True,0.3756733000000054
256,4,4,128,14,0,1,0,0,"(3, 0, 2, 1, 4)",hpclab63.idi.ntnu.no,11.77631,"[11.946395, 11.839515, 11.832044, 11.831164, 11.849204, 11.899883, 11.890404, 11.879884, 11.875174, 11.875234]",1702762641932,True,0.32119159999999736
32,32,8,256,16,0,1,1,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,1.991379,"[2.360155, 2.034059, 1.9899, 1.991869, 1.983099, 2.007489, 1.995689, 2.024039, 1.97447, 1.987489]",1702762642651,True,0.09019759999999906
512,32,16,64,8,1,0,1,0,"(1, 2, 0, 3, 4)",hpclab19.idi.ntnu.no,8.257252000000001,"[9.406684, 8.291681, 8.171833, 8.179512, 8.300352, 8.158373, 8.305921, 8.141712, 8.331852, 8.222823]",1702762653809,True,0.24418609999993351
64,2,32,4,14,0,1,0,0,"(3, 1, 0, 2, 4)",hpclab19.idi.ntnu.no,80.76117249999999,"[81.484329, 81.182018, 81.522968, 80.619828, 81.621648, 79.499255, 81.929249, 79.697016, 82.72108, 82.49365]",1702762658501,True,1.8683099999998376
128,4,4,2,4,0,0,0,0,"(3, 1, 2, 0, 4)",hpclab19.idi.ntnu.no,9.8501795,"[9.934225, 9.843735, 9.883434, 9.874744, 9.830945, 9.839864, 9.825444, 9.837784, 9.867715, 9.844445]",1702762659633,True,0.2501259000000573
2,32,2,32,12,0,0,0,0,"(0, 2, 1, 3, 4)",hpclab19.idi.ntnu.no,19.441768000000003,"[19.230848, 19.53048, 19.487618, 19.488178, 19.378248, 19.523538, 19.370019, 19.361908, 19.514709, 19.395918]",1702762661220,True,0.7957276000001002
512,16,8,256,14,1,0,0,0,"(1, 3, 0, 2, 4)",hpclab19.idi.ntnu.no,19.296298,"[19.63466, 19.307138, 19.300738, 19.311038, 19.327787, 19.340979, 19.287278, 19.308218, 19.425878, 19.269468]",1702762662841,True,0.4537469000002602
1024,32,8,1,14,2,0,0,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,19.890194,"[19.962891, 19.851558, 19.866079, 19.877999, 19.882129, 19.847398, 19.871609, 19.84523, 19.879649, 19.880408]",1702762664483,True,0.4649570000001404
64,4,8,8,6,1,1,0,0,"(1, 3, 0, 2, 4)",hpclab19.idi.ntnu.no,19.4082785,"[19.489858, 19.354149, 19.413898, 19.409628, 19.395658, 19.41005, 19.322808, 19.355027, 19.387138, 19.435259]",1702762666125,True,0.5006180000000313
64,8,4,8,4,2,0,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,7.048980500000001,"[7.680111, 6.993371, 7.006489, 6.9898, 7.061721, 7.02517, 7.026961, 7.05833, 7.04003, 7.04163]",1702762667115,True,0.20843650000024355
32,4,16,256,12,0,0,1,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,3.7789855,"[3.868786, 3.806125, 3.704276, 3.766536, 3.787345, 3.775956, 3.798656, 3.725645, 3.762575, 3.771405]",1702762667942,True,0.1389790000001085
32,8,4,1,2,0,0,1,0,"(0, 1, 2, 3, 4)",hpclab19.idi.ntnu.no,7.485441,"[7.717733, 7.557111, 7.50849, 7.521711, 7.467042, 7.54446, 7.442461, 7.417391, 7.450451, 7.485981]",1702762668936,True,0.19084700000021257
1024,16,4,128,12,2,1,0,0,"(1, 2, 3, 0, 4)",hpclab61.idi.ntnu.no,10.0251845,"[10.103064, 10.018615, 10.021156, 10.032104, 10.024435, 10.032845, 10.021985, 10.025286, 10.021115, 10.061665]",1702762653928,True,0.2561666000000059
32,8,2,8,2,0,1,0,0,"(2, 0, 1, 3, 4)",hpclab61.idi.ntnu.no,13.468457,"[15.197178, 13.610327, 13.562057, 13.504816, 13.442037, 13.419627, 13.414736, 13.387127, 13.406527, 13.382296]",1702762655223,True,0.37740349999999123
16,8,32,32,4,0,1,1,0,"(0, 3, 1, 2, 4)",hpclab61.idi.ntnu.no,8.681394000000001,"[8.752074, 8.707985, 8.696624, 8.675905, 8.688724, 8.623075, 8.646394, 8.679334, 8.677885, 8.662324]",1702762656318,True,0.2747217999999975
64,8,4,32,16,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,1.3533655,"[2.406442, 1.71049, 1.40738, 1.403871, 1.303151, 1.302791, 1.229461, 1.18338, 1.20256, 1.198181]",1702762657027,True,0.06647910000001503
512,8,2,128,2,0,0,1,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,7.494573499999999,"[7.846564, 7.698883, 7.631304, 7.482654, 7.492694, 7.489173, 7.495194, 7.485524, 7.502394, 7.484673]",1702762658031,True,0.19300769999999828
32,4,8,32,12,1,0,0,0,"(2, 1, 3, 0, 4)",hpclab61.idi.ntnu.no,19.83862,"[19.763631, 19.922219, 19.66292, 19.810011, 19.791059, 19.76696, 20.051639, 19.957721, 19.897239, 19.98421]",1702762659662,True,0.50518619999998
1024,32,8,64,4,0,0,0,0,"(1, 2, 3, 0, 4)",hpclab61.idi.ntnu.no,19.674879500000003,"[19.90748, 19.674531, 19.665439, 19.68983, 19.659339, 19.68532, 19.666699, 19.696981, 19.642659, 19.66152]",1702762661285,True,0.5279129999999895
1024,32,16,2,4,1,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,2.934856,"[3.350332, 2.970491, 2.937442, 2.940181, 2.934291, 2.924262, 2.93385, 2.927692, 2.940542, 2.92639]",1702762662038,True,0.1033455000000231
8,8,32,1,14,0,0,1,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,76.02796749999999,"[75.808807, 77.346788, 76.099408, 76.930208, 76.033777, 76.315188, 75.754718, 75.726418, 75.940846, 76.114749]",1702762666471,True,1.9246593000000303
16,32,4,2,8,2,0,0,0,"(0, 3, 1, 2, 4)",hpclab61.idi.ntnu.no,5.420193,"[6.227644, 6.044642, 6.008364, 4.832022, 4.732913, 8.310554, 4.788632, 6.021733, 4.779073, 4.722542]",1702762667377,True,0.2024218000000019
32,8,16,16,10,0,1,1,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,3.2715795,"[5.967799, 3.390163, 3.335904, 3.329964, 3.359304, 3.327403, 3.328373, 3.373454, 3.355034, 3.327734]",1702762653590,True,0.12874550000015006
4,16,32,1,2,1,1,0,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,83.355062,"[97.251966, 85.501208, 84.681119, 83.466262, 83.336782, 82.792403, 83.373342, 82.571474, 82.326394, 82.497773]",1702762658504,True,1.9497525999999197
64,2,8,1,4,1,1,1,0,"(2, 3, 1, 0, 4)",hpclab62.idi.ntnu.no,17.888721,"[17.949476, 17.898246, 18.227456, 17.806216, 17.913816, 17.825786, 17.880486, 17.893997, 17.888506, 17.881486]",1702762660042,True,0.4388108999999531
64,8,2,256,16,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,1.6756815,"[2.861784, 2.119686, 1.887367, 1.778546, 1.693317, 1.501238, 1.397837, 1.376978, 1.357698, 1.384357]",1702762660774,True,0.07470160000011675
1024,16,4,1,4,2,1,1,0,"(1, 3, 0, 2, 4)",hpclab62.idi.ntnu.no,9.738406,"[9.775482, 9.758071, 9.730481, 9.791033, 9.737571, 9.732972, 9.736531, 9.740873, 9.728651, 9.738921]",1702762661912,True,0.2397122999998828
1024,32,32,32,8,0,1,1,0,"(0, 3, 2, 1, 4)",hpclab62.idi.ntnu.no,6.5794825,"[6.907076, 6.679107, 6.618968, 6.597247, 6.670647, 6.611688, 6.599337, 6.605538, 6.585817, 6.584618]",1702762662882,True,0.2412685999999667
512,16,8,128,6,2,0,1,0,"(3, 2, 0, 1, 4)",hpclab62.idi.ntnu.no,21.34445,"[21.479981, 21.488809, 21.358909, 21.348049, 21.37348, 21.346989, 21.362429, 21.318501, 21.324799, 21.306869]",1702762664589,True,0.5252291000000696
4,2,2,64,16,2,1,1,0,"(1, 2, 3, 0, 4)",hpclab62.idi.ntnu.no,4.868051,"[5.088751, 5.190479, 4.850371, 5.070371, 5.03839, 4.848341, 4.826071, 4.88126, 5.0329, 5.1751]",1702762665477,True,0.11949299999978394
32,2,32,256,12,0,1,0,0,"(3, 1, 2, 0, 4)",hpclab62.idi.ntnu.no,79.584434,"[79.36, 79.51416, 79.698769, 79.271529, 79.37478, 79.35704, 79.41087, 79.292779, 79.897138, 79.28436]",1702762670124,True,1.877336699999796
256,4,4,4,4,2,0,1,0,"(2, 1, 0, 3, 4)",hpclab62.idi.ntnu.no,18.65357,"[22.767637, 19.181673, 18.890905, 18.681545, 18.668684, 18.916634, 18.705464, 18.607624, 18.550675, 18.567805]",1702762671693,True,0.47678039999991595
2,4,8,4,16,2,1,0,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,5.005147,"[5.917127, 7.926557, 4.790889, 7.835187, 4.772309, 5.211384, 5.728779, 7.830087, 4.785119, 4.747469]",1702762653656,True,0.17712260000000696
512,32,4,2,10,0,1,1,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,9.93775,"[10.060883, 9.912235, 9.961585, 9.918205, 9.939424, 9.951314, 9.910705, 9.906415, 9.929775, 9.921355]",1702762654793,True,0.26235070000000177
4,4,8,256,2,1,1,0,0,"(2, 1, 0, 3, 4)",hpclab63.idi.ntnu.no,7.600894999999999,"[9.465219, 8.046615, 7.688609, 7.58861, 7.56844, 7.54679, 7.61564, 7.627969, 7.583381, 7.60325]",1702762655779,True,0.19717760000000908
8,16,4,1,6,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,5.556421,"[5.67258, 5.6244, 5.546871, 5.62238, 5.576021, 5.483742, 5.024247, 4.668101, 5.521121, 5.552401]",1702762656676,True,0.2023484999999937
64,16,4,4,8,0,1,1,0,"(2, 3, 0, 1, 4)",hpclab63.idi.ntnu.no,10.1327975,"[10.163652, 10.36259, 10.331461, 10.048234, 10.134743, 10.139932, 10.210521, 10.166252, 10.150504, 10.068404]",1702762657817,True,0.2694548000000168
512,16,16,256,8,2,1,1,0,"(1, 2, 0, 3, 4)",hpclab63.idi.ntnu.no,12.7915045,"[15.383966, 13.19377, 12.842464, 12.582646, 12.746304, 12.808354, 12.856326, 12.774655, 12.768275, 12.623756]",1702762659068,True,0.35967229999998834
128,8,4,1,14,1,1,1,0,"(3, 1, 0, 2, 4)",hpclab63.idi.ntnu.no,12.116726,"[12.21605, 12.145811, 12.120711, 12.126751, 12.092233, 12.113231, 12.084042, 12.130602, 12.114082, 12.105922]",1702762660308,True,0.32048970000000737
64,32,8,64,2,2,0,1,0,"(2, 0, 3, 1, 4)",hpclab63.idi.ntnu.no,16.320317000000003,"[26.326051, 18.726001, 16.567114, 16.286478, 16.297527, 16.349068, 16.172398, 16.166668, 16.127319, 16.164148]",1702762661805,True,0.3923136999999997
16,32,4,2,16,1,0,1,0,"(1, 2, 0, 3, 4)",hpclab63.idi.ntnu.no,15.472771,"[15.832282, 15.491485, 15.458526, 15.472617, 15.482475, 15.461876, 15.678303, 15.471345, 15.472925, 15.464336]",1702762663180,True,0.49420509999999923
128,32,8,16,16,2,0,0,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,2.6341270000000003,"[3.203546, 3.087777, 2.568103, 2.585683, 2.572353, 2.554893, 2.639112, 2.678911, 2.575153, 2.622302]",1702762663944,True,0.09081560000001901
2,4,4,256,10,1,1,0,0,"(2, 0, 3, 1, 4)",hpclab19.idi.ntnu.no,3.243965,"[5.540239, 3.708464, 3.256295, 3.263226, 3.259244, 3.240565, 3.223705, 3.201085, 3.212673, 3.212255]",1702762672502,True,0.15022719999979017
8,4,8,8,8,1,0,1,0,"(3, 2, 1, 0, 4)",hpclab19.idi.ntnu.no,19.5838235,"[19.844139, 19.782789, 19.728079, 19.543248, 19.683138, 19.558478, 19.535858, 19.519329, 19.579509, 19.583298]",1702762674138,True,0.5131341000000248
64,16,2,64,16,0,0,1,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,3.37317,"[4.197835, 3.366975, 3.352556, 3.331793, 3.340515, 3.381095, 3.374485, 3.359615, 3.362875, 3.625774]",1702762674920,True,0.1431322000000364
8,8,8,64,10,0,0,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,19.662418,"[19.700528, 19.509068, 19.767049, 19.648909, 19.587558, 19.575228, 19.51549, 19.727378, 19.651689, 19.809858]",1702762676538,True,0.5229572000000189
32,8,16,4,6,2,1,0,0,"(3, 1, 2, 0, 4)",hpclab19.idi.ntnu.no,39.2105265,"[39.534557, 39.387347, 39.161157, 39.622828, 39.103897, 39.290457, 39.447798, 39.056796, 39.220947, 39.270447]",1702762679146,True,1.0007051000000502
256,2,2,4,14,1,0,1,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,2.365253,"[4.130285, 2.978525, 2.474994, 2.366574, 2.362422, 2.339654, 2.353884, 2.342654, 2.348343, 2.320383]",1702762679895,True,0.09966060000006109
512,8,32,32,6,2,1,0,0,"(3, 2, 0, 1, 4)",hpclab19.idi.ntnu.no,93.6300105,"[94.124576, 94.134477, 96.855392, 93.478916, 94.110266, 93.697247, 93.298065, 93.281315, 94.072028, 94.097407]",1702762685231,True,2.293994499999826
2,16,16,256,14,1,0,1,0,"(0, 2, 3, 1, 4)",hpclab19.idi.ntnu.no,14.6395555,"[14.665751, 14.725141, 14.712112, 14.625201, 14.716651, 14.515892, 14.65449, 14.627322, 14.722492, 14.692881]",1702762686582,True,0.6295648999999685
4,8,4,32,14,2,1,0,0,"(2, 1, 0, 3, 4)",hpclab19.idi.ntnu.no,5.138562,"[7.156051, 5.635998, 5.324088, 4.963497, 5.288999, 5.128946, 5.156419, 5.268397, 4.907358, 5.047366]",1702762687453,True,0.19360720000004222
64,16,8,2,2,1,1,0,0,"(3, 0, 2, 1, 4)",hpclab19.idi.ntnu.no,19.2875425,"[19.274208, 19.242167, 19.239898, 19.249728, 19.192499, 19.284888, 19.276447, 19.171978, 19.33038, 19.291077]",1702762689062,True,0.4639637000000221
256,32,4,32,2,1,0,0,0,"(0, 2, 1, 3, 4)",hpclab61.idi.ntnu.no,5.1535575,"[5.871563, 5.559263, 5.428332, 5.314683, 5.205783, 5.084432, 4.980193, 4.957292, 4.880312, 4.859473]",1702762672578,True,0.15417600000000675
512,4,8,64,12,0,0,1,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,3.6634975,"[3.818242, 3.680672, 3.666402, 3.659321, 3.653323, 3.660961, 3.643352, 3.638121, 3.646042, 3.642271]",1702762673389,True,0.1210280000000239
4,2,16,16,12,1,0,0,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,2.9456365,"[3.336792, 3.084611, 2.978832, 2.939512, 2.91625, 2.946582, 2.927931, 2.930631, 2.919612, 2.931401]",1702762674165,True,0.1351585000000341
2,16,32,1,10,2,0,0,0,"(3, 2, 0, 1, 4)",hpclab61.idi.ntnu.no,626.8838965,"[628.582792, 625.171851, 626.245072, 628.348982, 624.971331, 626.279272, 628.698872, 627.169583, 627.412141, 627.416923]",1702762706138,True,16.00049549999999
256,4,16,64,10,2,0,0,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,40.7456605,"[40.800309, 40.739992, 40.7378, 40.752829, 40.746291, 40.74215, 40.728091, 40.80554, 40.73712, 40.742001]",1702762708812,True,1.0375928999999815
64,4,16,16,12,0,1,1,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,38.7603235,"[38.955139, 38.634479, 38.65585, 38.713039, 38.93475, 38.811819, 38.743719, 38.90026, 38.694779, 38.828799]",1702762711398,True,0.9902777000000242
2,2,2,8,16,0,1,1,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,5.229267999999999,"[5.155932, 5.376003, 5.251652, 5.085883, 5.036703, 5.248782, 5.175283, 5.053992, 5.260082, 5.372044]",1702762712283,True,0.13703209999994215
1024,8,8,256,14,2,1,0,0,"(2, 1, 0, 3, 4)",hpclab61.idi.ntnu.no,26.4492335,"[29.449766, 26.932903, 26.343382, 26.017304, 26.072643, 26.234773, 26.206023, 26.123254, 26.219812, 26.193193]",1702762714222,True,0.8321437999999943
128,32,16,1,2,0,0,1,0,"(2, 3, 1, 0, 4)",hpclab61.idi.ntnu.no,39.321235,"[39.6871, 39.688429, 39.19471, 39.045999, 39.323999, 39.437051, 39.334859, 39.265329, 39.193571, 39.291399]",1702762716831,True,1.0067228000000796
512,8,32,256,4,2,0,1,0,"(2, 1, 3, 0, 4)",hpclab61.idi.ntnu.no,79.56555900000001,"[79.6636, 79.569209, 79.50366, 79.66008, 79.673129, 79.4908, 79.58066, 79.5913, 79.513329, 79.531009]",1702762721445,True,2.042582399999992
64,16,2,4,6,1,0,0,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,1.702522,"[2.699035, 1.927327, 1.780146, 1.744547, 1.687966, 1.669917, 1.710716, 1.689947, 1.704666, 1.695718]",1702762672442,True,0.07240070000007108
128,16,4,8,12,1,0,1,0,"(3, 0, 2, 1, 4)",hpclab62.idi.ntnu.no,9.7662015,"[9.850551, 9.748643, 9.7803, 9.738202, 9.741682, 9.754601, 9.750262, 9.72784, 9.735153, 9.73816]",1702762673571,True,0.2670012999999017
32,4,16,32,2,0,0,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,14.2830525,"[17.022088, 14.085113, 14.267872, 14.675952, 15.076161, 15.074972, 14.977112, 15.141832, 15.202561, 15.197551]",1702762674907,True,0.3477725000000646
256,4,4,4,12,1,1,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,1.329217,"[2.249215, 1.609807, 1.373967, 1.297338, 1.262918, 1.256147, 1.184078, 1.148607, 1.189728, 1.182148]",1702762675618,True,0.059977699999944886
64,4,4,4,6,2,0,0,0,"(3, 1, 2, 0, 4)",hpclab62.idi.ntnu.no,9.842097,"[9.90403, 9.851292, 9.852531, 9.900411, 9.858362, 9.88269, 9.851892, 9.800672, 9.88545, 9.849842]",1702762676751,True,0.25463310000013734
2,16,8,64,10,2,0,0,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,27.505627500000003,"[26.52434, 27.845428, 28.104846, 26.344601, 27.04818, 25.65328, 26.434611, 27.094609, 26.05238, 28.398707]",1702762678733,True,0.8776400999999169
512,16,32,64,4,0,0,1,0,"(0, 2, 3, 1, 4)",hpclab62.idi.ntnu.no,23.418181,"[23.453356, 23.406495, 23.397595, 23.646557, 23.391475, 23.388997, 23.619065, 23.436066, 23.390606, 23.393865]",1702762680535,True,0.575580600000103
4,8,32,2,12,1,1,1,0,"(3, 2, 1, 0, 4)",hpclab62.idi.ntnu.no,150.2725955,"[152.475591, 150.180886, 149.444957, 150.708084, 150.043406, 149.546737, 150.364305, 149.284697, 150.695425, 150.584846]",1702762688734,True,3.509167499999967
