chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
32,2,256,4,18,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,97.54292000000001
256,2,16,4,13,1,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,2.9742474999999997
8,8,16,1,2,2,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,162.966854
8,2,16,16,6,0,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,43.101136
256,128,128,32,8,0,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,39.668701999999996
8,128,32,1,17,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,180.8916305
8,16,16,8,2,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,216.634683
256,32,64,2,19,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.6613480000000003
8,32,2,16,19,2,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,162.71596849999997
32,16,8,16,11,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,58.03662
128,128,64,2,2,1,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,13.6140685
64,256,16,2,11,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,8.3995685
16,16,16,1,4,2,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,97.9022985
64,4,256,1,18,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,8.083525999999999
4,64,128,16,20,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,718.1090615
2,2,4,2,17,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1768.6776025
256,16,256,16,20,0,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,9.7507995
64,4,4,2,15,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,24.4992965
256,4,256,8,13,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,2.9823525
2,16,4,16,3,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1290.6432545
4,4,128,8,2,1,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,80.16021549999999
2,2,256,2,12,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,12704.603916
32,2,8,16,2,0,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,11.780837
16,32,32,4,15,1,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,82.710995
4,128,128,32,14,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,9834.238436
64,8,16,4,11,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,22.898323
256,256,2,1,4,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.4588285
8,256,32,16,2,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,211.7213035
64,4,16,32,11,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,6.876339
4,16,2,8,19,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,324.5487605
16,16,64,4,6,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,670.2063815
2,128,32,32,8,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,511.586124
8,256,4,2,6,1,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,163.077291
8,2,2,1,5,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,162.88203099999998
64,128,32,16,10,1,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,22.178369
16,8,128,8,3,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,36.075847499999995
128,32,2,4,9,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,11.8523785
64,4,16,4,19,1,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,21.9423795
8,128,256,1,5,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,561.7293815
2,2,16,2,9,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,727.527205
16,256,8,1,17,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,21.512405
32,32,64,8,8,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,24.884822
64,2,16,8,20,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,72.7169245
4,8,32,4,12,1,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,124.6216
4,16,4,16,13,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,203.82581399999998
64,16,128,2,20,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,36.043665000000004
256,4,32,2,8,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.52763
8,128,4,16,17,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,34.159457
8,16,2,8,17,0,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,25.423904999999998
16,8,256,32,13,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,227.5491915
4,16,32,4,20,1,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1949.619115
256,4,256,2,13,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,2.796513
64,64,32,2,12,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,16.5829685
128,128,64,2,4,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,144.3089925
32,8,128,2,5,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,18.1202885
16,8,256,4,16,2,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,313.685654
256,32,16,2,18,0,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,3.4656995000000004
32,128,128,32,3,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,37.723974999999996
8,128,64,1,12,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,285.014022
16,64,4,8,18,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,22.09673
8,32,4,16,11,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,37.3227435
16,2,4,16,9,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,114.899685
256,16,2,2,15,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,9.3527705
8,4,32,1,4,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,320.57965950000005
64,16,256,1,6,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,59.394078
32,8,32,16,5,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,113.2778555
256,64,64,1,8,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,2.865014
64,4,64,32,12,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,8.502138
64,64,64,1,16,0,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,22.273249999999997
256,64,16,32,14,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,2.1582535
8,4,4,32,9,0,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,163.101024
16,2,8,4,9,0,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,76.523817
128,16,4,4,14,1,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,4.6704925
128,128,64,16,5,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,5.4904145
128,128,128,32,12,1,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,12.972501000000001
8,128,4,2,17,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,175.72602999999998
16,32,16,32,16,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,32.9788275
16,8,256,4,4,2,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,947.4744264999999
4,256,64,2,4,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,5603.0972535
4,32,128,1,4,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,326.48744450000004
8,256,256,4,17,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,160.8230305
256,16,16,8,13,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,2.4389465
64,256,8,2,12,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,10.026294
32,2,128,2,20,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,11.8000555
8,128,4,16,14,0,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,29.867978
128,32,256,1,13,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,52.493702
128,2,8,2,17,2,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,11.904984500000001
64,4,2,2,15,1,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,10.672919
256,2,8,16,18,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,6.7591280000000005
2,2,256,2,14,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,3946.8334205
256,2,2,4,20,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,11.4922255
2,4,256,8,2,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,161.71995049999998
16,2,4,16,3,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,242.26450699999998
128,128,256,1,10,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,3.789708
32,2,32,8,10,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,152.357302
32,4,32,32,3,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,738.1270615
128,4,64,2,5,1,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,5.1322345
32,4,2,1,14,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,11.813186
8,4,32,4,2,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,162.9984045
2,64,2,8,8,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,397.15401299999996
8,16,2,4,18,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,178.414726
4,2,16,8,16,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,420.26025549999997
128,64,256,4,14,2,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,48.904968
256,32,4,1,7,1,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,3.5320155
128,32,4,2,8,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.321525999999999
4,8,128,16,8,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,409.45741599999997
16,256,4,16,12,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,30.9310525
32,8,4,1,13,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,11.786016499999999
4,16,4,8,20,0,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,106.3122615
32,2,32,4,2,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,312.2341305
128,4,8,32,20,1,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,5.1642115
16,256,256,32,20,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,115.470079
64,32,4,32,12,0,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,34.645082
64,64,128,8,12,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,16.2805905
16,32,8,2,12,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,82.756185
4,128,2,1,8,1,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,208.005418
128,128,32,16,11,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,8.2948495
256,256,2,32,18,1,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,8.1591665
32,128,256,1,9,0,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,48.598181499999995
128,32,256,8,11,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,84.0433845
128,4,16,2,6,2,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,51.783789
16,32,2,32,19,1,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,8.033412
8,16,8,2,7,1,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,162.94942350000002
4,128,32,8,7,1,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,326.3546595
4,256,256,16,16,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,354.1294865
64,128,4,32,2,0,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,24.90868
64,2,2,8,11,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,25.3493915
4,2,128,16,3,2,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,324.29987100000005
32,64,128,16,9,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,139.51191
2,64,4,32,4,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,436.9115705
2,16,256,16,18,1,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,3434.142533
64,128,128,2,16,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,38.365539
64,256,4,1,7,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,7.917617999999999
32,2,128,1,16,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,482.9934505
4,4,256,8,15,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,324.6509125
4,8,32,32,15,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,362.7011415
2,4,64,2,3,1,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,5460.693208
256,64,4,32,14,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,6.9825945
128,256,16,4,14,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.8367485
32,64,128,16,8,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,54.0385275
8,16,64,2,20,0,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,110.3000235
4,128,8,32,7,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,249.66004700000002
16,8,16,1,8,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,82.8113245
256,32,4,16,9,1,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,4.9366635
64,4,64,4,7,0,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,49.889756
4,8,32,2,18,0,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,142.5133425
16,4,32,32,3,1,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,269.0791595
64,32,4,4,16,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,9.553908499999999
8,4,64,8,12,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,176.35378450000002
16,32,32,32,4,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,61.5311645
16,32,128,8,6,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,52.6413745
32,2,16,16,19,1,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,42.981528
4,8,16,4,13,1,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,398.9500245
8,128,2,2,13,1,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,163.22365050000002
8,64,2,1,20,1,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,162.9131855
256,256,16,1,10,1,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,8.605794
4,32,8,8,17,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,43.4974265
64,128,8,2,17,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,8.299503000000001
32,256,256,16,16,1,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,55.628386500000005
64,32,4,16,16,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,4.28769
64,2,16,32,15,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,32.0804225
2,32,8,1,20,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,55.228599
64,4,32,8,14,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,18.282447
32,256,4,8,8,1,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,56.3346495
64,32,16,4,9,2,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,20.222559
2,4,8,32,11,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,223.4073625
8,2,2,2,14,1,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,162.9657595
4,32,64,4,4,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,3507.583847
4,4,256,4,20,0,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,374.08543050000003
8,2,4,32,4,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,43.6877455
256,128,128,8,20,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,1.8717555
128,16,32,4,16,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,15.075598
64,8,16,32,14,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,9.3775405
256,8,2,4,8,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,4.9988245
256,256,64,1,12,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,2.1086715
16,128,4,1,12,0,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,82.956264
32,128,16,32,14,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,42.947844
4,4,128,8,6,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,1551.1480105
64,16,4,16,14,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,11.6514995
128,256,128,16,3,2,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,12.5362995
16,256,2,32,15,1,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,29.522322
16,2,128,8,18,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,97.417779
128,8,2,16,18,0,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,5.9375415
16,16,8,32,14,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,178.1285325
128,2,4,2,2,2,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,79.7544685
16,128,16,16,9,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,16.9635605
256,32,128,4,11,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,6.885235
256,4,16,16,12,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,19.5780345
128,2,8,2,13,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,15.175077
16,32,8,32,9,1,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,219.2264455
64,8,128,8,7,1,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,11.07864
8,2,4,1,14,1,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,43.2802305
256,256,2,1,4,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,10.893809
4,2,256,4,10,1,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,324.838579
32,2,8,8,14,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,17.1541815
8,128,2,4,20,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,163.2727045
256,16,8,1,5,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,3.705865
4,128,64,8,16,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,324.53531
8,128,128,16,12,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,364.1552905
64,8,16,1,10,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,52.40942
256,128,64,8,16,2,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,10.779679
4,128,128,32,8,2,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,758.68362
8,64,128,1,19,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,163.26299699999998
16,16,16,8,6,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,47.2812305
128,2,2,8,5,1,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,4.527228
2,64,8,32,17,1,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,217.883673
256,8,4,4,10,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,4.1850805
64,64,128,32,7,0,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,154.2869795
32,32,32,1,5,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,63.755742999999995
16,8,2,32,2,0,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,270.4643165
2,16,4,16,3,1,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,699.444798
128,16,256,8,15,0,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,7.6508745000000005
2,256,32,2,19,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,31.5289595
128,32,16,16,6,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,7.903941
128,256,8,8,14,1,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,7.5757045000000005
256,4,16,2,16,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,3.2787165
64,16,16,2,5,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,28.0649225
256,64,4,32,20,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2.3031965000000003
64,128,4,16,18,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,6.735885
64,32,32,2,17,1,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,14.394608999999999
4,4,256,4,16,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,324.707637
32,128,2,4,3,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,12.64608
4,128,4,2,2,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,362.7529555
32,16,8,4,16,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,48.38197
16,64,2,2,3,2,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,41.607078
2,16,64,32,17,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,647.5577505
32,64,8,2,13,1,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,34.514381
8,128,2,1,18,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,11.631027
128,4,2,4,16,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,20.221612999999998
16,256,128,32,19,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,86.5785565
256,32,64,4,16,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,4.949298000000001
8,8,8,16,8,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,154.33273100000002
16,2,16,4,7,0,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,22.272472999999998
32,2,32,2,10,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,86.7298695
256,16,32,16,8,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,13.270354
64,16,8,4,13,2,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,22.4428595
64,32,64,1,5,0,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,101.6832395
4,4,4,16,5,1,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,84.517393
2,4,64,32,17,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,1001.387515
128,4,8,8,19,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,5.326555000000001
256,16,32,4,15,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,3.042135
16,4,256,4,19,0,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,22.675359
8,16,2,4,4,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,252.2925625
4,64,8,4,2,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,641.7500015
32,2,32,16,16,1,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,128.2080455
256,64,256,2,18,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,7.634296
32,64,8,32,20,0,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,43.246984499999996
256,16,64,1,9,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,82.3304945
128,8,8,32,15,1,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,8.701979
32,2,32,16,16,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,77.8276475
16,4,8,2,19,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,30.9825235
16,256,16,8,7,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,83.0321845
2,2,32,32,16,0,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,647.371999
2,256,32,1,14,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,166.04443650000002
8,2,32,2,16,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,163.30055900000002
16,256,16,1,19,0,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,83.3642155
64,4,64,32,12,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,18.378481
64,256,64,8,11,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,21.0913145
4,8,64,16,15,2,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,5187.9619075
64,2,32,16,16,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,125.864394
256,4,4,1,9,0,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,4.6245215
16,4,32,2,14,0,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,21.6283335
4,64,256,8,14,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,12313.86266
256,8,2,32,6,2,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,3.780764
8,64,16,32,8,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,50.292122000000006
2,16,2,1,6,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,974.667953
2,4,256,4,12,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3663.146624
8,2,2,4,15,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,459.998636
64,128,256,4,18,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,4.1697865
16,8,256,4,18,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,267.9724435
128,32,4,16,3,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,21.776432
