chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
64,64,16,128,14,0,1,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,34.7159325
64,64,32,4,18,0,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,115.561153
2,2,16,1,4,1,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,45.0708275
32,64,1,1,17,2,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.5775675
64,4,2,8,13,1,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1.278581
64,32,16,32,3,1,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,8.150110000000002
512,64,4,256,20,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,7.981036
32,8,8,256,17,2,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,18.0763275
16,2,64,2,8,0,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,261.7526825
512,64,1,256,16,0,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,3.571514
1,8,8,2,12,0,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,229.032928
1024,4,1,128,12,0,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,12.358893
1,64,32,32,9,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,101.712668
32,1,2,16,19,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,7.47054
2,4,4,16,13,2,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,32.826398
128,2,64,64,3,2,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,138.51995399999998
1,8,4,2,12,1,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,116.604941
512,16,16,2,17,0,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,1.242025
1,4,64,256,15,2,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,24.7911565
16,1,1,256,3,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,1.957816
2,2,2,8,2,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,10.249768
8,32,16,32,7,2,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,235.4799075
32,1,32,8,5,2,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,93.145679
512,64,64,2,15,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,4.893622499999999
8,2,32,256,4,2,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,12.2215435
2,64,8,4,4,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,163.668882
128,2,8,256,13,2,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,21.037777
64,8,8,128,11,0,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,19.9117585
1,64,16,4,4,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,383.368198
16,8,1,2,6,1,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,15.683345
32,4,32,32,7,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,90.9637095
128,32,8,8,10,0,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,2.0744945
2,1,16,8,20,0,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,45.088886
1024,64,8,4,12,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,1.3385485
2,2,16,16,14,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,2.4416700000000002
32,2,4,4,10,1,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,7.9277815
4,1,64,1,19,2,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,126.38851700000001
512,1,64,2,13,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,142.4000565
2,16,2,32,6,1,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,32.424339
4,2,32,1,14,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,4.058452000000001
512,8,64,1,5,1,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,7.780383
1024,8,64,256,19,0,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,189.9179585
8,8,32,256,16,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,63.2201875
2,1,64,1,13,2,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,180.028484
1024,2,32,128,16,1,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,64.9584185
8,4,32,256,5,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.242888000000001
32,1,2,4,13,2,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,7.4555454999999995
4,16,8,128,7,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,5.50161
512,32,2,2,14,2,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,3.946008
8,64,8,8,2,2,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,54.488948
512,16,4,32,3,0,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,12.015782999999999
1024,64,8,128,19,2,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,16.448191
2,1,16,8,4,0,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,39.0788435
1024,16,64,32,13,2,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,127.4962835
128,64,32,1,14,0,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,93.8090275
64,4,16,1,8,1,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.770802
32,1,16,256,9,2,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,40.424473500000005
256,64,64,32,4,0,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,138.7068045
4,2,32,64,2,2,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,15.8628915
32,8,4,4,4,2,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,9.673146
32,1,2,32,10,0,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,5.709695
32,16,8,256,4,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,33.0025835
2,1,1,32,20,2,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,2.3809579999999997
512,32,2,4,15,0,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,8.4793165
512,2,4,16,5,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,8.4047675
2,16,32,1,3,0,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,556.2121535
16,64,1,64,13,2,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,8.916819499999999
16,1,32,128,2,0,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,82.3192
128,64,2,8,5,1,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,5.846501
256,4,64,128,11,2,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,10.9450435
1024,64,16,16,10,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,31.687856
1024,8,16,64,17,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,36.072396499999996
64,64,8,4,6,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,32.6118425
8,16,32,4,10,2,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,10.7176705
512,8,4,128,4,1,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,8.1093095
1,1,64,2,18,1,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,19.962324
4,2,4,2,9,2,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,10.565941
32,1,16,64,16,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,3.829539
1,2,4,4,16,1,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,10.0934995
128,64,16,256,6,1,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,34.339737
1,32,2,128,4,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,186.24814149999997
1,32,16,4,10,2,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,1011.872459
4,32,32,1,6,2,0,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,41.715618500000005
4,16,2,128,7,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,20.296518
64,2,8,128,18,1,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,2.5301885
4,2,64,64,11,1,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,126.703127
64,1,16,256,2,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,14.115180500000001
32,8,64,32,15,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.9627569999999999
512,16,1,1,17,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2.0972485
256,32,2,32,2,1,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,4.266591999999999
256,2,16,4,11,0,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,3.6467435
16,2,2,2,19,2,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,3.96212
16,64,2,256,13,2,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,16.9676415
1024,1,4,4,17,0,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,7.9345905000000005
4,8,8,16,9,0,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,45.587973500000004
1,2,64,8,16,2,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,327.1953775
1024,4,16,1,19,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.463551500000001
128,4,4,1,2,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,6.8988595
1024,64,32,4,15,0,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,12.8115395
1024,1,4,4,15,2,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,1.2825445
128,16,4,1,10,1,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,4.801531499999999
1024,4,2,128,8,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,14.760043
512,32,8,256,18,0,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,16.360953000000002
1024,64,4,1,6,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,9.949386
512,32,4,64,15,2,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,8.196852
64,32,64,16,2,0,0,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,248.681992
512,8,4,16,2,1,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,4.139435
128,64,16,16,7,1,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,31.7098385
512,32,64,2,2,0,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,129.6595855
32,32,8,128,10,2,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,19.5416905
64,32,32,128,17,2,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,81.544197
2,2,64,32,3,1,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,261.7818785
512,2,64,4,2,0,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,15.2478125
256,32,4,256,12,0,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,9.388712000000002
128,4,8,8,2,2,0,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,7.405407
1,4,64,2,14,0,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,1046.241146
8,32,4,8,19,0,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,2.3104955
32,2,4,256,12,0,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,2.1996715
256,64,8,128,20,2,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,16.4478005
64,16,1,256,7,1,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,2.7621960000000003
32,1,32,16,10,2,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,93.19781
32,4,4,256,20,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,14.488594500000001
1024,32,1,16,14,2,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,1.9339675
8,64,8,128,17,0,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,8.848692
512,16,4,1,2,0,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,8.2971075
1,1,4,16,16,0,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,1.4043005
2,2,16,64,17,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,3.8055624999999997
2,8,8,32,15,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.7827669999999998
32,4,8,1,5,1,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,19.6398905
8,8,8,16,15,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.0241635
64,16,4,256,11,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,8.1747035
16,4,32,32,14,1,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,90.69877199999999
1,2,4,64,3,0,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,7.0636145
2,64,1,128,8,2,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,92.50007049999999
16,8,64,128,11,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,163.690617
128,4,8,256,20,0,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,17.267918
2,2,64,1,14,1,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,23.142898
256,8,8,64,18,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.2559735
1024,8,64,1,16,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,24.269909
16,1,16,32,9,0,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,2.7498655000000003
2,2,8,256,20,0,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,0.918895
32,2,16,1,18,2,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,33.335857000000004
32,64,32,32,7,0,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,8.821629000000001
2,4,16,4,12,1,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,87.098713
8,2,32,1,9,1,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,17.339615000000002
2,16,64,64,18,1,0,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,29.0411355
2,8,32,2,6,0,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,13.3496565
64,1,1,8,19,2,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1.0985995000000002
1,32,1,256,6,1,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,90.06196750000001
256,1,16,16,16,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,3.9415709999999997
8,2,2,16,10,1,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,4.353350000000001
256,1,64,256,11,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,126.15036950000001
128,16,64,8,2,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,261.39894400000003
256,64,4,8,12,0,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,7.910190999999999
16,4,4,8,8,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.6525400000000001
1024,64,64,32,13,2,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,180.4833505
4,64,16,4,17,2,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,643.0643044999999
2,2,64,2,8,1,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,34.3883635
256,32,1,16,18,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,2.471844
512,4,32,4,3,2,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,67.464394
32,16,2,1,19,0,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,4.0593335
128,16,4,128,13,2,1,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,8.743701000000001
256,32,32,128,2,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.986399500000001
32,4,2,256,2,0,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,10.1383375
16,4,1,1,17,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.1229905000000002
64,4,1,1,9,1,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1.030529
256,1,64,2,8,1,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,7.1126495
32,2,2,64,20,1,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,4.805051499999999
4,1,2,64,16,2,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,3.0432845
2,32,32,1,19,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,2092.730251
16,64,16,16,16,2,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,18.573721499999998
32,16,2,256,20,2,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,5.217044
2,16,2,32,9,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,40.438896
256,8,16,8,6,1,0,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,3.55117
1024,64,4,1,5,1,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,5.842230499999999
1024,8,16,8,13,1,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,33.764278000000004
32,8,4,2,20,1,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,9.878658999999999
512,1,4,2,4,0,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,2.4683905
4,64,2,2,8,0,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,117.8858605
8,16,32,32,4,1,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,126.399028
128,8,8,64,8,0,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,15.890799999999999
512,4,1,128,4,0,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,3.447314
64,4,64,16,20,1,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,4.035351
16,32,32,8,11,0,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,126.393625
4,8,16,2,9,2,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,130.93241949999998
32,16,32,16,15,1,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,63.172824
512,2,1,8,17,2,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,2.4854425
1024,32,8,2,5,1,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,15.9032165
1,1,64,32,12,1,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,3.3949670000000003
8,16,64,32,9,2,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,328.69061750000003
4,2,16,1,9,1,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,31.754948
1,8,4,16,15,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,11.213013499999999
256,1,1,64,15,2,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,0.6783980000000001
32,4,2,1,18,1,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,4.3673715
8,64,1,64,17,1,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,4.829335
32,32,32,32,19,2,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,5.610583999999999
2,16,1,128,6,1,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,32.134923
1024,4,16,16,15,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,31.746803
16,4,1,1,3,1,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,7.921779
1,8,64,2,12,1,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,1842.524152
512,16,1,64,19,0,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,3.174328
4,2,4,1,17,2,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1.5254425
256,64,32,4,7,1,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,62.888012
1,1,1,64,18,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1.4548385
128,64,2,32,18,1,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,4.4359565
32,16,2,4,9,1,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,4.5066355
32,4,32,32,7,0,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,115.11428000000001
8,32,8,8,8,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,130.9375925
512,4,1,64,10,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.1617905
2,16,2,128,6,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,14.3642845
2,4,16,32,12,0,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,79.2310155
128,2,64,256,7,0,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,132.384514
8,16,32,64,4,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,139.1307775
256,1,64,32,9,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,10.536397000000001
64,32,16,8,17,0,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,66.838349
32,8,8,128,7,0,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,2.0193705
2,32,4,64,14,2,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,261.7072065
512,4,64,256,14,1,1,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,126.895738
1024,8,64,32,5,0,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,13.1512855
16,4,32,8,3,2,0,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,130.944955
512,4,32,64,7,0,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,5.944424
64,32,32,2,12,0,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,64.71070900000001
1,16,1,1,9,1,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,31.2775615
1,2,16,128,3,1,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,130.9048205
1,8,8,1,11,0,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,230.3759865
256,32,4,16,15,2,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,9.3340845
32,4,4,8,6,0,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,5.340199999999999
256,2,2,16,16,1,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,5.902734499999999
1,16,32,1,8,2,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,1008.990696
512,8,64,1,5,1,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,128.26826749999998
512,64,64,1,18,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.3421770000000004
2,4,4,2,5,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,6.790998500000001
2,64,8,64,12,1,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,643.0296975
1024,32,64,4,18,1,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,260.5629245
64,8,32,2,15,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,4.268059
128,32,2,4,12,1,1,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,4.0905035
512,1,4,64,2,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,10.743583999999998
16,64,4,64,4,2,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,19.115835
128,8,4,8,6,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.720984
32,2,4,32,15,0,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,1.621261
256,4,16,2,11,0,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,40.8639285
16,1,8,32,13,2,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,20.242939
2,2,1,2,3,2,1,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,2.020728
4,64,4,16,17,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,20.172532
32,32,1,128,4,1,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,2.9994405
2,2,1,1,12,2,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,2.0793005
1,4,1,4,10,1,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,12.340567499999999
64,4,64,32,8,1,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,132.321599
32,8,1,2,3,1,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,2.1723844999999997
256,8,2,2,9,0,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,4.230525
256,8,32,1,11,0,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,3.0309025
1,2,1,8,19,0,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,4.479528
128,1,32,64,18,0,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,88.599991
8,2,64,2,17,2,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,5.681965
1,16,16,64,2,0,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,96.159442
1024,8,8,2,2,1,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,29.760265500000003
64,32,2,256,7,2,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,7.3827175
64,32,1,32,5,1,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,10.0751925
1024,2,2,64,9,1,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,3.240729
1,1,64,64,17,2,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,147.3224635
8,4,8,16,19,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.1313995
4,16,32,2,13,0,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,5.871706
8,2,8,1,11,0,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,21.86252
128,16,64,8,10,0,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,133.8106895
512,64,64,8,14,1,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,181.354621
256,32,4,2,13,2,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,5.0680295
2,8,1,2,13,0,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,7.8768195
8,16,8,256,5,0,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,11.46173
512,64,16,256,15,2,1,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,45.417299
32,2,2,32,9,1,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,5.585246
