chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
256,8,2,1,16,1,0,1,"(1, 3, 0, 2, 4)",6.906233,10,5,0,10
2,64,2,16,12,1,1,1,"(2, 0, 3, 1, 4)",123.439828,10,5,0,10
64,16,1,8,12,0,0,0,"(3, 0, 2, 1, 4)",3.0815335,10,5,0,10
2,2,1,8,16,2,0,1,"(3, 0, 1, 2, 4)",3.033668,10,5,0,10
16,64,8,16,12,2,1,0,"(0, 3, 2, 1, 4)",15.031759,10,5,0,10
16,8,64,16,10,1,0,0,"(1, 0, 3, 2, 4)",7.594844,10,5,0,10
2,4,16,16,18,0,0,1,"(1, 0, 2, 3, 4)",2.6284395,10,5,0,10
64,1,2,1,16,2,1,0,"(1, 2, 3, 0, 4)",6.867865500000001,10,5,0,10
16,1,32,1,4,2,0,1,"(2, 3, 0, 1, 4)",107.727422,10,5,0,10
128,64,16,1,14,1,1,0,"(3, 2, 1, 0, 4)",53.504213500000006,10,5,0,10
1024,8,16,64,2,2,1,0,"(3, 0, 1, 2, 4)",56.212021500000006,10,5,0,10
64,32,8,256,4,1,1,1,"(0, 2, 3, 1, 4)",4.7990200000000005,10,5,0,10
32,32,1,1,8,0,0,1,"(3, 2, 1, 0, 4)",2.8322685,10,5,0,10
32,4,1,128,2,0,1,0,"(0, 1, 2, 3, 4)",7.017673,10,5,0,10
512,32,16,32,14,1,0,0,"(0, 3, 2, 1, 4)",2.9111665,10,5,0,10
1024,64,16,256,8,0,1,0,"(0, 2, 1, 3, 4)",10.3120465,10,5,0,10
8,8,4,64,18,1,0,0,"(3, 1, 0, 2, 4)",13.699156,10,5,0,10
128,64,4,256,2,1,1,1,"(2, 0, 3, 1, 4)",10.4710065,10,5,0,10
16,2,8,4,4,1,0,0,"(2, 3, 0, 1, 4)",24.7022465,10,5,0,10
2,2,8,256,8,2,1,1,"(1, 0, 3, 2, 4)",6.8452545,10,5,0,10
32,4,1,16,4,1,0,0,"(3, 1, 2, 0, 4)",2.8287065,10,5,0,10
1,8,8,256,16,1,1,1,"(1, 3, 0, 2, 4)",217.6319755,10,5,0,10
32,16,16,1,6,0,1,1,"(3, 1, 2, 0, 4)",53.807346,10,5,0,10
64,64,4,64,18,0,1,0,"(1, 3, 2, 0, 4)",13.449571,10,5,0,10
8,1,64,4,20,1,0,0,"(3, 0, 2, 1, 4)",217.3265065,10,5,0,10
1,4,64,64,20,2,0,0,"(3, 0, 2, 1, 4)",905.6806905,10,5,0,10
16,4,1,8,10,1,0,0,"(3, 0, 2, 1, 4)",3.046728,10,5,0,10
256,64,2,8,4,2,0,0,"(3, 0, 2, 1, 4)",7.1449575,10,5,0,10
64,16,16,8,18,0,0,1,"(1, 3, 0, 2, 4)",53.5498735,10,5,0,10
16,2,4,4,12,1,1,1,"(3, 0, 2, 1, 4)",13.5167095,10,5,0,10
4,32,16,128,2,0,0,0,"(3, 0, 2, 1, 4)",446.4007995,10,5,0,10
512,4,4,256,14,2,1,1,"(0, 1, 2, 3, 4)",8.3353975,10,5,0,10
4,32,64,1,6,0,0,1,"(0, 1, 2, 3, 4)",67.12092200000001,10,5,0,10
512,1,32,16,2,1,0,0,"(2, 3, 0, 1, 4)",107.704211,10,5,0,10
512,32,4,2,16,0,0,0,"(0, 3, 2, 1, 4)",1.2236345,10,5,0,10
4,16,8,8,8,2,0,1,"(3, 2, 1, 0, 4)",107.370654,10,5,0,10
4,16,32,256,8,0,1,0,"(3, 0, 2, 1, 4)",431.152402,10,5,0,10
1024,64,8,8,12,0,1,1,"(0, 3, 2, 1, 4)",2.5245595,10,5,0,10
8,4,2,2,6,2,0,0,"(1, 0, 3, 2, 4)",4.0481545,10,5,0,10
32,64,8,64,18,1,1,0,"(0, 2, 3, 1, 4)",1.7084565,10,5,0,10
16,32,2,32,20,2,1,1,"(0, 2, 1, 3, 4)",1.7076289999999998,10,5,0,10
1,32,8,2,20,2,1,0,"(3, 1, 2, 0, 4)",788.640783,10,5,0,10
1024,8,4,1,6,0,0,1,"(2, 0, 1, 3, 4)",4.42579,10,5,0,10
16,8,2,16,14,2,1,1,"(1, 0, 2, 3, 4)",2.1366965,10,5,0,10
128,64,64,4,8,0,0,1,"(1, 0, 2, 3, 4)",5.264585,10,5,0,10
32,2,64,2,20,1,0,0,"(2, 3, 0, 1, 4)",216.225065,10,5,0,10
256,8,8,128,10,0,0,0,"(3, 0, 1, 2, 4)",28.387907,10,5,0,10
256,16,16,2,2,0,1,1,"(2, 1, 0, 3, 4)",24.7149505,10,5,0,10
128,16,4,64,2,2,0,0,"(1, 3, 0, 2, 4)",13.5642015,10,5,0,10
16,16,2,16,6,0,1,1,"(2, 0, 3, 1, 4)",5.812,10,5,0,10
16,16,8,8,18,1,1,0,"(1, 2, 3, 0, 4)",27.71418,10,5,0,10
512,2,16,16,12,1,0,0,"(2, 0, 1, 3, 4)",1.9508385,10,5,0,10
1024,4,16,32,12,1,1,0,"(2, 3, 0, 1, 4)",66.9982055,10,5,0,10
64,2,8,2,4,1,1,0,"(0, 2, 1, 3, 4)",4.3383645,10,5,0,10
256,32,8,256,12,1,1,1,"(3, 1, 0, 2, 4)",27.425822,10,5,0,10
2,64,2,8,16,2,0,0,"(3, 0, 1, 2, 4)",224.103399,10,5,0,10
16,4,32,256,8,1,1,1,"(2, 0, 3, 1, 4)",7.4276625,10,5,0,10
32,1,16,64,6,1,0,0,"(3, 0, 2, 1, 4)",55.648008,10,5,0,10
64,4,4,256,8,2,0,1,"(1, 2, 0, 3, 4)",6.3858595000000005,10,5,0,10
1,1,64,64,2,1,1,1,"(3, 2, 0, 1, 4)",166.923976,10,5,0,10
128,16,64,8,18,2,1,0,"(1, 0, 2, 3, 4)",6.0681665,10,5,0,10
16,4,64,4,14,1,1,1,"(3, 1, 0, 2, 4)",226.5084985,10,5,0,10
64,16,2,16,14,1,1,0,"(1, 3, 0, 2, 4)",6.811805,10,5,0,10
4,2,4,64,14,2,0,1,"(0, 1, 2, 3, 4)",2.3976765,10,5,0,10
128,2,32,256,14,2,1,0,"(3, 0, 2, 1, 4)",108.9831425,10,5,0,10
4,32,2,8,20,1,1,0,"(1, 3, 0, 2, 4)",55.701475,10,5,0,10
2,64,1,16,10,0,1,0,"(3, 1, 0, 2, 4)",95.099015,10,5,0,10
4,1,32,8,16,2,0,1,"(1, 0, 3, 2, 4)",5.89072,10,5,0,10
64,16,4,32,2,1,0,0,"(3, 2, 0, 1, 4)",14.3050875,10,5,0,10
1,8,1,4,12,1,1,0,"(1, 3, 2, 0, 4)",22.431391,10,5,0,10
128,1,4,256,8,1,1,1,"(2, 0, 3, 1, 4)",2.124978,10,5,0,10
2,8,2,4,18,0,1,0,"(3, 2, 1, 0, 4)",24.7774915,10,5,0,10
512,32,4,64,20,1,1,0,"(0, 1, 3, 2, 4)",3.433459,10,5,0,10
1,8,4,256,14,0,1,1,"(3, 0, 2, 1, 4)",108.6594645,10,5,0,10
512,16,4,256,20,2,0,1,"(0, 1, 3, 2, 4)",10.7397815,10,5,0,10
64,64,2,128,12,1,0,1,"(3, 1, 2, 0, 4)",6.284182,10,5,0,10
1,64,4,4,20,1,1,0,"(1, 3, 0, 2, 4)",874.419475,10,5,0,10
4,16,2,64,16,0,0,1,"(2, 1, 3, 0, 4)",27.2896205,10,5,0,10
1024,16,4,16,14,0,0,0,"(2, 0, 3, 1, 4)",1.8881695,10,5,0,10
16,1,8,8,6,1,1,1,"(1, 0, 3, 2, 4)",5.728864,10,5,0,10
4,8,32,16,18,2,0,0,"(1, 0, 3, 2, 4)",10.1478205,10,5,0,10
512,32,64,64,14,2,0,1,"(3, 1, 0, 2, 4)",218.558282,10,5,0,10
512,1,16,8,12,2,1,0,"(2, 3, 0, 1, 4)",53.9191085,10,5,0,10
1024,8,64,4,14,2,0,1,"(1, 3, 0, 2, 4)",217.2251525,10,5,0,10
512,2,16,256,10,2,1,0,"(3, 0, 2, 1, 4)",56.617481,10,5,0,10
256,16,2,32,8,2,1,1,"(2, 1, 3, 0, 4)",6.8658935,10,5,0,10
1024,64,4,1,16,1,1,1,"(2, 0, 3, 1, 4)",4.5105195,10,5,0,10
4,32,8,32,16,0,1,0,"(1, 2, 0, 3, 4)",13.414085,10,5,0,10
1,4,1,4,6,0,1,0,"(1, 3, 2, 0, 4)",11.2804525,10,5,0,10
1,4,8,1,10,0,0,0,"(1, 2, 3, 0, 4)",107.356968,10,5,0,10
4,64,8,128,4,0,1,1,"(1, 0, 2, 3, 4)",49.3703125,10,5,0,10
512,2,1,1,14,1,1,0,"(1, 0, 3, 2, 4)",22.157901000000003,10,5,0,10
1024,2,64,2,6,2,0,0,"(2, 1, 0, 3, 4)",18.1213045,10,5,0,10
2,4,8,256,12,0,1,1,"(3, 0, 1, 2, 4)",52.678486500000005,10,5,0,10
128,32,8,128,14,0,1,1,"(3, 2, 1, 0, 4)",24.6482555,10,5,0,10
128,2,1,256,8,0,1,1,"(1, 2, 3, 0, 4)",2.9289765,10,5,0,10
8,16,16,1,12,2,0,0,"(1, 3, 2, 0, 4)",107.365475,10,5,0,10
1,64,1,256,2,0,1,1,"(2, 1, 0, 3, 4)",412.1359125,10,5,0,10
64,4,16,64,8,1,0,1,"(3, 1, 2, 0, 4)",53.451282500000005,10,5,0,10
4,32,64,2,12,2,1,1,"(2, 3, 0, 1, 4)",1577.847829,10,5,0,10
1,64,64,1,12,2,1,0,"(0, 1, 2, 3, 4)",363.2850125,10,5,0,10
4,4,4,64,16,0,1,0,"(2, 0, 1, 3, 4)",1.919843,10,5,0,10
1024,4,2,2,2,1,0,1,"(3, 2, 0, 1, 4)",8.1817515,10,5,0,10
64,8,4,1,8,2,1,1,"(0, 2, 3, 1, 4)",3.7947885,10,5,0,10
1024,4,2,256,16,1,1,1,"(2, 3, 1, 0, 4)",6.2284775,10,5,0,10
1024,4,64,8,8,1,0,1,"(3, 1, 0, 2, 4)",210.481799,10,5,0,10
4,32,64,8,18,0,0,1,"(3, 1, 2, 0, 4)",1715.791512,10,5,0,10
256,1,2,1,2,1,1,0,"(0, 1, 2, 3, 4)",6.350034,10,5,0,10
1,1,4,128,8,0,0,0,"(1, 2, 3, 0, 4)",10.5434005,10,5,0,10
1,16,2,64,20,2,1,1,"(0, 2, 1, 3, 4)",11.3134925,10,5,0,10
32,1,64,1,8,0,0,1,"(1, 0, 2, 3, 4)",8.129401999999999,10,5,0,10
1024,8,64,4,6,1,1,0,"(0, 3, 1, 2, 4)",12.041016,10,5,0,10
8,4,2,128,10,2,0,0,"(0, 3, 1, 2, 4)",1.8855445,10,5,0,10
2,4,1,4,8,0,1,1,"(0, 2, 3, 1, 4)",6.645323,10,5,0,10
8,8,32,2,16,0,0,0,"(0, 1, 3, 2, 4)",2.9189205,10,5,0,10
128,64,16,2,14,1,1,1,"(3, 1, 0, 2, 4)",54.812903,10,5,0,10
2,32,2,8,12,1,0,1,"(3, 1, 0, 2, 4)",114.1526685,10,5,0,10
16,4,8,128,18,0,1,1,"(2, 0, 3, 1, 4)",1.382078,10,5,0,10
8,64,64,2,6,2,1,1,"(2, 1, 0, 3, 4)",75.15351799999999,10,5,0,10
1,2,16,128,4,0,0,0,"(2, 1, 0, 3, 4)",7.1459605,10,5,0,10
1024,32,32,16,4,2,0,1,"(2, 0, 3, 1, 4)",16.729076,10,5,0,10
8,8,32,64,14,0,0,1,"(1, 3, 2, 0, 4)",107.3771445,10,5,0,10
256,1,64,256,18,0,1,0,"(3, 0, 2, 1, 4)",222.9265435,10,5,0,10
32,4,1,2,18,0,1,1,"(2, 3, 1, 0, 4)",3.012461,10,5,0,10
32,4,4,128,16,1,1,1,"(1, 3, 0, 2, 4)",14.4450595,10,5,0,10
4,4,1,256,4,0,0,0,"(1, 3, 2, 0, 4)",2.934836,10,5,0,10
1,2,4,32,14,0,1,0,"(3, 1, 2, 0, 4)",26.927112,10,5,0,10
256,1,2,1,16,2,1,0,"(1, 2, 0, 3, 4)",11.320387,10,5,0,10
512,8,64,2,8,1,1,1,"(3, 1, 2, 0, 4)",214.2765885,10,5,0,10
8,2,16,16,2,1,0,0,"(0, 2, 3, 1, 4)",15.8245795,10,5,0,10
64,1,16,2,18,1,1,0,"(1, 2, 0, 3, 4)",18.584463,10,5,0,10
8,8,8,32,18,2,1,1,"(3, 0, 2, 1, 4)",27.0089235,10,5,0,10
1024,16,2,128,20,2,0,1,"(3, 1, 2, 0, 4)",6.823627500000001,10,5,0,10
8,1,64,16,12,2,0,1,"(3, 1, 0, 2, 4)",214.5764205,10,5,0,10
128,1,64,32,8,2,0,0,"(1, 2, 3, 0, 4)",272.151947,10,5,0,10
32,8,1,4,8,1,0,1,"(2, 0, 1, 3, 4)",10.719781,10,5,0,10
1,64,64,2,8,2,0,0,"(2, 3, 0, 1, 4)",13634.607369,10,5,0,10
512,16,2,16,18,2,1,1,"(2, 0, 1, 3, 4)",4.9142215,10,5,0,10
16,32,4,256,6,0,0,1,"(0, 1, 3, 2, 4)",4.2343405,10,5,0,10
1,8,16,256,14,2,1,0,"(2, 1, 3, 0, 4)",428.997216,10,5,0,10
1024,16,64,1,8,2,1,0,"(2, 0, 1, 3, 4)",7.876187,10,5,0,10
32,1,8,1,20,2,0,1,"(2, 3, 0, 1, 4)",27.7710225,10,5,0,10
2,32,1,2,14,2,0,1,"(2, 1, 0, 3, 4)",54.635822000000005,10,5,0,10
256,1,1,32,2,0,1,1,"(3, 2, 0, 1, 4)",3.2459235,10,5,0,10
64,1,32,256,14,1,1,1,"(0, 1, 3, 2, 4)",4.5805685,10,5,0,10
128,8,16,128,18,1,0,0,"(0, 1, 3, 2, 4)",2.766814,10,5,0,10
1024,8,64,2,18,1,0,0,"(2, 1, 0, 3, 4)",38.9276425,10,5,0,10
128,32,16,32,2,2,0,0,"(1, 0, 2, 3, 4)",9.956747,10,5,0,10
512,2,4,256,14,0,1,0,"(0, 2, 3, 1, 4)",6.8181460000000005,10,5,0,10
32,32,1,1,12,1,0,1,"(3, 1, 2, 0, 4)",2.8641045,10,5,0,10
16,8,2,256,10,1,0,0,"(3, 0, 2, 1, 4)",7.418596,10,5,0,10
1,16,32,64,8,0,0,0,"(1, 2, 0, 3, 4)",50.776992,10,5,0,10
64,64,4,8,18,2,1,0,"(3, 1, 2, 0, 4)",13.448311,10,5,0,10
32,1,4,64,2,1,1,0,"(2, 1, 0, 3, 4)",13.749753,10,5,0,10
1,8,1,1,14,1,0,1,"(2, 3, 1, 0, 4)",23.094339,10,5,0,10
32,32,16,1,20,1,0,0,"(3, 1, 0, 2, 4)",55.868787,10,5,0,10
8,4,8,8,2,1,0,0,"(0, 2, 1, 3, 4)",7.432321,10,5,0,10
64,64,64,4,4,2,1,1,"(2, 0, 1, 3, 4)",16.234768,10,5,0,10
128,8,32,16,20,0,1,1,"(1, 2, 3, 0, 4)",106.87951,10,5,0,10
8,4,16,256,4,2,1,1,"(2, 0, 1, 3, 4)",7.499567,10,5,0,10
512,2,32,4,2,0,0,1,"(2, 0, 3, 1, 4)",28.318272,10,5,0,10
8,8,4,8,4,0,1,1,"(1, 2, 3, 0, 4)",12.369434,10,5,0,10
8,16,1,16,16,2,0,1,"(2, 3, 0, 1, 4)",5.730772,10,5,0,10
256,8,16,8,18,2,0,1,"(1, 3, 0, 2, 4)",54.557229,10,5,0,10
1024,16,64,1,6,0,1,1,"(3, 0, 2, 1, 4)",344.373728,10,5,0,10
1024,1,4,4,6,0,0,1,"(2, 3, 0, 1, 4)",13.5777315,10,5,0,10
8,4,2,1,2,1,0,1,"(2, 3, 1, 0, 4)",6.238834000000001,10,5,0,10
1024,32,2,4,20,0,0,0,"(3, 1, 0, 2, 4)",7.099280500000001,10,5,0,10
1024,32,2,2,16,0,1,0,"(1, 2, 3, 0, 4)",6.852971500000001,10,5,0,10
16,8,64,32,10,0,1,1,"(1, 0, 3, 2, 4)",7.766699,10,5,0,10
1024,64,64,64,8,1,0,1,"(2, 3, 1, 0, 4)",217.2444525,10,5,0,10
2,1,64,32,16,1,0,0,"(0, 2, 3, 1, 4)",6.898311,10,5,0,10
8,2,8,4,16,2,1,0,"(3, 2, 1, 0, 4)",26.9316805,10,5,0,10
32,1,2,8,4,2,1,0,"(0, 1, 2, 3, 4)",4.067014,10,5,0,10
16,1,4,16,18,1,1,1,"(0, 2, 3, 1, 4)",0.8948945,10,5,0,10
64,1,64,1,14,0,1,1,"(1, 0, 3, 2, 4)",10.818837,10,5,0,10
4,2,64,64,8,2,1,1,"(1, 3, 2, 0, 4)",214.600908,10,5,0,10
2,8,16,128,20,2,0,1,"(0, 3, 1, 2, 4)",14.842236,10,5,0,10
16,64,8,1,14,2,1,1,"(0, 1, 3, 2, 4)",12.218667,10,5,0,10
4,64,64,256,16,1,1,0,"(1, 2, 3, 0, 4)",4350.312748,10,5,0,10
4,64,1,32,14,0,0,1,"(1, 0, 3, 2, 4)",11.681711,10,5,0,10
512,64,2,128,18,2,0,0,"(0, 3, 2, 1, 4)",3.776854,10,5,0,10
16,4,64,128,2,0,1,1,"(0, 1, 2, 3, 4)",20.701161,10,5,0,10
32,32,64,4,8,1,1,0,"(3, 0, 1, 2, 4)",222.949509,10,5,0,10
1,4,4,64,12,0,0,1,"(3, 1, 2, 0, 4)",53.7479855,10,5,0,10
1024,4,2,128,10,1,0,0,"(3, 1, 0, 2, 4)",6.7187175,10,5,0,10
1,16,1,8,6,0,0,0,"(0, 2, 1, 3, 4)",44.96888,10,5,0,10
1024,8,32,8,12,1,1,1,"(3, 0, 1, 2, 4)",112.4169795,10,5,0,10
8,64,64,4,18,2,1,0,"(1, 3, 2, 0, 4)",1707.644899,10,5,0,10
64,32,64,32,2,1,0,0,"(3, 2, 0, 1, 4)",225.69733,10,5,0,10
512,16,2,2,18,2,0,1,"(2, 3, 0, 1, 4)",6.4062225,10,5,0,10
4,16,16,64,2,1,0,0,"(2, 1, 3, 0, 4)",274.2128665,10,5,0,10
128,2,2,4,14,1,0,1,"(3, 0, 2, 1, 4)",7.076611,10,5,0,10
512,64,8,4,14,1,1,1,"(0, 1, 3, 2, 4)",1.310356,10,5,0,10
8,8,2,32,20,0,1,1,"(3, 2, 1, 0, 4)",6.836893,10,5,0,10
1,16,16,8,14,2,1,0,"(3, 2, 0, 1, 4)",788.4973190000001,10,5,0,10
2,1,4,8,10,1,1,0,"(3, 2, 0, 1, 4)",13.35102,10,5,0,10
128,4,1,8,8,0,0,0,"(1, 3, 2, 0, 4)",2.900014,10,5,0,10
16,32,1,64,20,1,0,0,"(3, 1, 0, 2, 4)",6.041962,10,5,0,10
256,2,2,2,18,2,0,0,"(2, 0, 3, 1, 4)",0.904526,10,5,0,10
512,4,2,32,10,1,1,0,"(3, 0, 1, 2, 4)",7.1389675,10,5,0,10
16,1,32,64,4,2,0,0,"(2, 3, 0, 1, 4)",107.74801,10,5,0,10
64,1,2,8,2,1,0,0,"(1, 2, 0, 3, 4)",16.644624999999998,10,5,0,10
16,32,32,32,2,2,1,1,"(2, 1, 3, 0, 4)",274.2778895,10,5,0,10
64,8,64,64,6,0,1,1,"(2, 1, 3, 0, 4)",213.255647,10,5,0,10
2,32,8,2,6,1,1,0,"(2, 0, 3, 1, 4)",616.349648,10,5,0,10
1024,1,16,64,16,2,0,0,"(2, 0, 1, 3, 4)",5.902143499999999,10,5,0,10
8,32,2,64,16,1,0,0,"(2, 0, 3, 1, 4)",17.4509015,10,5,0,10
256,2,16,32,10,2,0,1,"(1, 0, 3, 2, 4)",10.494188,10,5,0,10
16,2,64,32,8,1,0,0,"(2, 0, 1, 3, 4)",4.8312335,10,5,0,10
2,64,4,64,2,2,1,0,"(0, 3, 1, 2, 4)",253.9992515,10,5,0,10
64,8,16,16,8,0,1,1,"(1, 3, 0, 2, 4)",68.81654449999999,10,5,0,10
32,32,8,8,20,1,1,1,"(0, 3, 2, 1, 4)",1.077153,10,5,0,10
128,1,2,4,16,2,1,0,"(2, 1, 3, 0, 4)",6.847297,10,5,0,10
16,4,2,128,20,2,1,0,"(2, 3, 1, 0, 4)",6.825006,10,5,0,10
64,2,4,8,16,0,1,0,"(0, 3, 2, 1, 4)",1.110212,10,5,0,10
8,64,2,1,10,2,1,0,"(2, 3, 0, 1, 4)",68.110145,10,5,0,10
256,1,16,32,16,1,1,0,"(1, 0, 3, 2, 4)",6.6907215,10,5,0,10
256,1,2,8,10,1,1,1,"(1, 0, 2, 3, 4)",9.6388335,10,5,0,10
16,64,32,1,12,1,1,0,"(0, 1, 2, 3, 4)",15.224248,10,5,0,10
16,4,1,64,4,1,0,1,"(3, 2, 0, 1, 4)",3.080286,10,5,0,10
32,4,4,4,20,0,1,1,"(2, 1, 3, 0, 4)",12.3793915,10,5,0,10
1024,4,32,8,2,0,1,1,"(2, 3, 0, 1, 4)",133.8060855,10,5,0,10
8,32,2,64,14,2,1,1,"(2, 1, 0, 3, 4)",24.3656755,10,5,0,10
512,16,16,32,16,0,0,1,"(2, 0, 3, 1, 4)",4.1945645,10,5,0,10
256,1,16,16,18,0,0,1,"(0, 3, 2, 1, 4)",1.526151,10,5,0,10
1,64,2,16,4,0,1,1,"(1, 0, 3, 2, 4)",355.466313,10,5,0,10
256,1,8,128,6,2,1,1,"(3, 0, 1, 2, 4)",28.102476000000003,10,5,0,10
256,16,2,4,18,2,1,0,"(0, 2, 1, 3, 4)",1.5802415,10,5,0,10
8,32,16,32,20,0,0,1,"(1, 2, 3, 0, 4)",274.15743050000003,10,5,0,10
4,16,4,4,6,1,0,0,"(2, 3, 1, 0, 4)",49.357151,10,5,0,10
16,8,2,8,16,2,1,1,"(1, 2, 0, 3, 4)",4.873753,10,5,0,10
64,32,1,2,8,1,1,1,"(2, 0, 3, 1, 4)",7.5025815,10,5,0,10
64,8,16,8,12,2,0,1,"(0, 1, 3, 2, 4)",5.4723355,10,5,0,10
1024,32,4,4,2,1,0,0,"(2, 0, 1, 3, 4)",10.911566,10,5,0,10
16,8,1,4,8,2,1,1,"(0, 1, 2, 3, 4)",2.060698,10,5,0,10
64,1,4,64,12,0,0,0,"(3, 0, 2, 1, 4)",13.7900215,10,5,0,10
4,8,1,2,14,1,1,1,"(1, 3, 2, 0, 4)",5.7177265,10,5,0,10
16,2,2,128,12,2,1,0,"(1, 0, 2, 3, 4)",4.535832,10,5,0,10
8,4,8,128,12,2,0,0,"(3, 0, 1, 2, 4)",27.289283,10,5,0,10
64,64,16,4,14,0,1,1,"(0, 1, 2, 3, 4)",1.132286,10,5,0,10
256,16,32,2,12,0,1,0,"(1, 3, 2, 0, 4)",136.22055849999998,10,5,0,10
64,4,32,64,4,0,0,0,"(1, 2, 0, 3, 4)",7.983185499999999,10,5,0,10
128,4,1,1,20,0,0,0,"(3, 2, 0, 1, 4)",3.2546765000000004,10,5,0,10
16,2,2,64,14,2,0,1,"(1, 0, 2, 3, 4)",4.572617,10,5,0,10
512,16,32,2,18,0,0,0,"(0, 1, 2, 3, 4)",1.5362665,10,5,0,10
64,32,4,2,18,0,0,1,"(2, 1, 3, 0, 4)",17.137919,10,5,0,10
256,8,64,4,16,2,0,1,"(0, 2, 3, 1, 4)",8.922533999999999,10,5,0,10
512,64,64,8,8,2,1,0,"(3, 1, 2, 0, 4)",213.9915295,10,5,0,10
512,32,2,256,2,2,0,0,"(0, 1, 2, 3, 4)",9.4182035,10,5,0,10
16,16,64,16,4,2,1,1,"(3, 2, 0, 1, 4)",214.635794,10,5,0,10
16,64,1,128,2,0,1,1,"(2, 1, 3, 0, 4)",12.2056955,10,5,0,10
32,32,1,1,2,1,1,1,"(2, 1, 3, 0, 4)",3.226808,10,5,0,10
4,4,8,32,10,0,1,1,"(0, 3, 1, 2, 4)",2.0627075,10,5,0,10
16,4,2,1,16,2,1,0,"(1, 2, 0, 3, 4)",4.927182999999999,10,5,0,10
512,2,16,128,8,2,0,1,"(0, 1, 2, 3, 4)",6.672359500000001,10,5,0,10
128,32,1,4,4,0,1,0,"(1, 0, 3, 2, 4)",4.726782999999999,10,5,0,10
128,1,32,64,18,0,1,1,"(0, 2, 1, 3, 4)",3.3755485,10,5,0,10
8,16,32,128,18,1,1,1,"(1, 0, 2, 3, 4)",3.2163405000000003,10,5,0,10
4,16,16,4,2,0,1,0,"(1, 3, 0, 2, 4)",216.988493,10,5,0,10
64,16,4,128,12,1,1,0,"(1, 3, 2, 0, 4)",13.4535715,10,5,0,10
1,4,4,64,6,0,0,1,"(2, 1, 3, 0, 4)",49.3764365,10,5,0,10
16,4,32,1,16,1,0,0,"(0, 3, 2, 1, 4)",19.4555735,10,5,0,10
2,64,8,8,10,0,0,1,"(0, 1, 2, 3, 4)",39.838295,10,5,0,10
128,2,16,16,20,0,0,0,"(2, 1, 0, 3, 4)",5.390660499999999,10,5,0,10
512,1,2,2,4,1,1,0,"(0, 3, 1, 2, 4)",3.616158,10,5,0,10
1024,2,64,16,8,2,1,0,"(3, 0, 2, 1, 4)",226.0992765,10,5,0,10
128,32,8,1,4,2,0,0,"(1, 2, 3, 0, 4)",24.6939685,10,5,0,10
1,64,1,128,18,0,1,0,"(1, 3, 2, 0, 4)",177.998332,10,5,0,10
512,4,64,16,6,1,1,1,"(3, 1, 2, 0, 4)",196.452389,10,5,0,10
128,4,2,16,2,1,1,1,"(0, 2, 1, 3, 4)",8.8567645,10,5,0,10
2,8,64,2,18,2,1,0,"(2, 1, 0, 3, 4)",21.479671,10,5,0,10
128,16,64,256,14,2,0,0,"(1, 0, 2, 3, 4)",5.998288499999999,10,5,0,10
32,2,16,8,10,1,1,0,"(2, 0, 3, 1, 4)",3.3437345,10,5,0,10
16,4,2,4,14,0,0,1,"(3, 2, 1, 0, 4)",6.240149000000001,10,5,0,10
4,4,1,4,6,2,0,1,"(1, 3, 0, 2, 4)",3.2441905,10,5,0,10
64,8,16,1,2,0,0,1,"(3, 0, 2, 1, 4)",55.581352,10,5,0,10
512,64,64,256,14,0,0,1,"(0, 3, 2, 1, 4)",22.531468,10,5,0,10
32,64,1,16,14,1,0,0,"(3, 1, 0, 2, 4)",5.90452,10,5,0,10
64,2,4,64,12,1,0,1,"(3, 2, 0, 1, 4)",14.0338805,10,5,0,10
4,64,8,64,18,1,1,1,"(1, 0, 3, 2, 4)",10.3063025,10,5,0,10
32,4,8,2,14,1,1,1,"(0, 1, 3, 2, 4)",1.7900010000000002,10,5,0,10
64,8,4,16,20,2,1,0,"(1, 2, 3, 0, 4)",12.255621,10,5,0,10
8,2,1,256,18,1,0,1,"(3, 0, 2, 1, 4)",3.114321,10,5,0,10
256,4,8,4,14,2,0,1,"(3, 0, 2, 1, 4)",28.32602,10,5,0,10
32,4,4,16,16,0,1,1,"(1, 3, 2, 0, 4)",17.270756499999997,10,5,0,10
512,16,32,8,14,2,1,1,"(1, 2, 0, 3, 4)",16.643292,10,5,0,10
4,1,4,2,18,2,0,0,"(3, 1, 0, 2, 4)",13.5429005,10,5,0,10
512,64,1,4,4,1,1,0,"(3, 0, 1, 2, 4)",3.27941,10,5,0,10
1,16,16,256,20,0,0,1,"(0, 1, 3, 2, 4)",19.5182455,10,5,0,10
256,16,64,1,6,0,0,0,"(1, 3, 0, 2, 4)",216.210125,10,5,0,10
256,1,32,1,16,0,1,0,"(0, 3, 2, 1, 4)",2.3155555000000003,10,5,0,10
256,2,1,2,16,2,0,0,"(1, 3, 0, 2, 4)",3.0816090000000003,10,5,0,10
64,64,1,1,12,2,1,0,"(2, 3, 0, 1, 4)",2.889588,10,5,0,10
512,1,16,4,8,0,1,0,"(0, 3, 1, 2, 4)",2.8961595,10,5,0,10
8,2,64,1,18,1,0,1,"(2, 3, 1, 0, 4)",274.14374250000003,10,5,0,10
